Code,TITRE,CONTENU,ANA. DIPLOM,DATE
0450/CJ,MARCHE N°08/2011 DU 24 FEVRIER 2011 POUR L'ABONNEMENT AUX EDITIONS OBSERVATEUR PAALGA : SONABHY ET OBSERVATEUR PAALGA,"MARCHE, ABONNEMENT, OBSERVATEUR PAALGA, SONABHY.",(CONTRAT),"24. FEVRIER, 2011."
0452/CJ,MARCHE N°10/2011 DU 28 FEVRIER 2011 POUR LA,"MARCHE, RESTAURATION, SONABHY, JOLY HOTEL, PRESENTATION DE VOEUX.",(CONTRAT),"28. FEVRIER, 2011."
0453/CJ,MARCHE N°11/2011 DU 28 FEVRIER 2011 POUR LE,"MARCHE, MICROSOFT OVS, SONABHY, SOFTNET BURKINA.",(CONTRAT),"28. FEVRIER, 2011."
0454/CJ,MARCHE N°12/2011 DU 18 MARS 2011 POUR LA CONFECTION DE TEE-SHIRTS : SONABHY ET EMK SERVICES,"MARCHE, TEE-SHIRT, SONABHY, EMK SERVICES.",(CONTRAT),"18. MARS, 2011."
0455/CJ,MARCHE N°13/2011 DU 10 MARS 2011 : POUR LA FORMATION,"MARCHE, FORMATION, SONABHY, CETAAC AFRIQUE, MARCHE PUBLIC.",(CONTRAT),"10. MARS, 2011."
0456/CJ,MARCHE N°14/2011 DU 17 MARS 2011 POUR LA REPARATION DE HYSTER H5.00 XM ET MANITOU MI 405 : SONABHY ET CECOMA,"MARCHE, HYSTER H5.00 XM, MANITOU MI 405, SONABHY, CECOMA.",(CONTRAT),"17. MARS, 2011."
0457/CJ,MARCHE N°15/2011 DU 25 MARS 2011 POUR LA CONFECTION DE CALENDRIERS 2012 : SONABHY ET BAOBAB,"MARCHE, CALENDRIER, SONABHY, BAOBAB.",(CONTRAT),"25. MARS , 2011."
0458/CJ,MARCHE N°19/2011 DU 29 MARS 2011 POUR LA FOURNITURE ET L'INSTALLATION DE SERVEURS : SONABHY ET DATASYS,"MARCHE, SERVEUR, SONABHY, DATASYS.",(CONTRAT),"29. MARS, 2011."
0459/CJ,MARCHE N°21/2011 DU 06 MAI 2011 POUR LA LOCATION DE,"MARCHE, CHARIOT ELEVATEUR, LOCATION, SONABHY, STD SODIGAZ APC.",(CONTRAT),"06. MAI, 2011."
0460/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT N°22/2011 DU 17 MAI 2011 POUR RENOUVELLEMENT DE LICENCE DE FIREWALLS ET ASSISTANCE + CONTRAT N°2015/118 DU 27 AOUT 2015 : SONABHY ET INTRAPOLE,"LICENCE, FIREWALLS, ASSISTANCE, SONABHY, INTRAPOLE.",(CONTRAT),", 2011. 2015."
0461/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN 2011 : SONABHY ET SANOU BERNADETTE,"TRAVAIL, SONABHY, SANOU BERNADETTE.",(CONTRAT),"30. JUIN, 2011."
0462/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN,,,
0463/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN 2011 : SONABHY ET TAPSOBA/YAMEOGO KADIDIATOU,"TRAVAIL, SONABHY, TAPSOBA/YAMEOGO KADIDIATOU.",(CONTRAT),"30. JUIN, 2011."
0464/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN 2011 : SONABHY ET SIMPORE TOUSSAINT,"TRAVAIL, SONABHY, SIMPORE TOUSSAINT.",(CONTRAT),"30. JUIN, 2011."
0465/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN 2011 : SONABHY ET ILBOUDO BOUKARE,"TRAVAIL, SONABHY, ILBOUDO BOUKARE.",(CONTRAT),"30. JUIN, 2011."
0466/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE DU 30 JUIN 2011 : SONABHY ET KALMOGO SALFO,"TRAVAIL, SONABHY, KALMOGO SALFO.",(CONTRAT),"30. JUIN, 2011."
0467/CJ,CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS : SONABHY ET SOGEL-B DU 02 JANVIER 2002,"VENTE, PRODUIT PETROLIER, SONABHY, SOGEL-B.",(CONTRAT),"02. JANVIER, 2002."
0468/CJ,CONTRAT DE BASE : SONABHY ET REUTERS DU 28 MARS 1996.,"INFORMATION, PRESTATION DE SERVICE, SONABHY, REUTERS.",(CONTRAT),"28. MARS, 1996."
0469/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°13/0026 DU 13 MARS 2013 + CONTRAT N°16/0466 DU 18 OCTOBRE 2016 : SONABHY ET FASO BTP,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FASO BTP.",(CONTRAT),2013. 2016.
0470/CJ,CONTRAT DE PRESTATION DE SERVICE DU 21 JUIN 1999 + AVENANT N°001 + AMENDEMENT N°002 DU 14 MARS 2008 : SONABHY ET MTT-B,"PRESTATION DE SERVICE, AMENDEMENT, SONABHY, MTT-B.",(CONTRAT),"1999, 2008."
0471/CJ,CONSIGNES D'EXPLOITATION DE LA CONVENTION N°001/SIT/DSE/2000 SONABHY ET SITARAIL DU 03 AVRIL,,,
2000,,"CONSIGNE, EXPLOITATION, CONVENTION, SONABHY, SITARAIL.",(CONTRAT),"03. AVRIL, 2000."
0472/CJ,CONVENTION DE CONSEIL JURIDIQUE DU 03 JUIN 2002 : SONABHY ET ME BAADHIO ISSOUF,"CONVENTION, CONSEIL JURIDIQUE, SONABHY, BAADHIO ISSOUF Me.",(CONTRAT),"03. JUIN, 2002."
0473/CJ,CONTRAT : MISSION DE DEFINITION ET ELABORATION DU PLAN STRATEGIQUE DU 15 DECEMBRE 2003 :SONABHY ET PERFORMANCE MANAGEMENT CONSULTING,"PLAN STRATEGIQUE, SONABHY, PERFORMANCE MANAGEMENT CONSULTING.",(CONTRAT),"15. DECEMBRE, 2003."
0474/CJ,PROTOCOLE D'ACCORD DE FOURNITURE DE PRODUITS PETROLIERS DU 21 SEPTEMBRE 2004 : SONABHY ET TEXACO BENIN,"PRODUIT PETROLIER, VENTE, SONABHY, TEXACO BENIN.",(CONTRAT),"21. SEPTEMBRE, 2004."
0475/CJ,SIGNIFICATION CONVENTION DE CESSION DE CREANCE DU 16 AOUT 2004 : SONABHY ET ECOBANK / PRIDE PETROLEUM,"CONVENTION, CREANCE, SONABHY, ECOBANK-B, PRIDE PETROLEUM.",(CONTRAT),"16. AOUT, 2004."
0476/CJ,"JURIDICTION ET CONTENTIEUX : PROTOCOLE D'ACCORD DU 04 AVRIL 2005 : SONABHY ET SITARAIL, GESTOCI, SIR, SHELL MALI, TOTAL MALI, STAR OIL MALI, SAMPANA MALI","ACCORD, SONABHY, SITARAIL, GESTOCI, SIR, SHELL MALI, TOTAL MALI, STAR OIL MALI, SAMPANA MALI.",(CONTRAT),"04. AVRIL, 2005."
0477/CJ,CONTRAT DE BAIL DU 27 JANVIER 2005 : SONABHY ET TAMOIL BURKINA,"BAIL, LOCATION, SONABHY, TAMOIL BURKINA.",(CONTRAT),"27. JANVIER, 2005."
0478/CJ,"CONVENTION DE DOMICILIATION DE RECETTE ET DE COMPTE DE GAGE D'ESPECE DU 04 SEPTEMBRE 2006 : SONABHY ET BRIC, ECOBANK-B","RECETTE, GAGE, CONVENTION, SONABHY, BRIC, ECOBANK-B.",(CONTRAT),"04. SEPTEMBRE, 2006."
0478,,,,
0479/CJ,CONTRAT CADRE POUR LE TRANSPORT PAR RAIL ET ROUTE DE,"TRANSPORT FERROVIAIRE, TRANSPORT ROUTIER, PRODUIT PETROLIER, TOTAL BURKINA, SITARAIL.",(CONTRAT),"16. MAI, 2006."
0480/CJ,"DELEGATION D'ASSURANCE A LA BRIC DU 08 NOVEMBRE 2006 : SONAR ET BRIC, SONABHY","ASSURANCE, SONAR, SONABHY, BRIC.",(CONTRAT),"08. NOVEMBRE, 2006."
0481/CJ,CONTRAT DU 03 MAI 2006 : SONABHY ET OANDO,"SONABHY, VENTE, PRODUIT PETROLIER, OANDO.",(CONTRAT),"03. MAI, 2006."
0482/CJ,CONTRAT DE PASSAGE ET DE STOCKAGE DU 15 MARS 2006 : SONABHY ET STSL,"PASSAGE, STOCKAGE, SONABHY, PRODUIT PETROLIER, STSL.",(CONTRAT),"15. MARS, 2006."
0483/CJ,AVENANT AU CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 18 MAI 2006 : SONABHY ET FASO TRADING,"TRANSPORT, PRODUIT PETROLIER, AVENANT, SONABHY, FASO TRADING.",(CONTRAT),
0484/CJ,AVENANT AU CONTRAT N° FS ENERGY-BDG 018 SONABHY-BF/06/99 DU 17 SEPTEMBRE 2007,"AVENANT, IBICORP GHANA LTD, SONABHY, PLATT'S, ABONNEMENT.",(CONTRAT),"17. SEPTEMBRE, 2007."
0485/CJ,PROTOCOLE D'ACCORD POUR MISSION DE CONTRGLE DE FACTURATION DES LIVRAISONS DU 21 MARS 2007 : SONABHY ET ARYAN ET CO,"FACTURATION, LIVRAISON, MISSION, CONTROLE, SONABHY, ARYAN ET CO.",(CONTRAT),"21. MARS, 2007."
0486/CJ,CONTRAT DE BAIL DU 17 AVRIL 2007 : SONABHY ET SOCIETE MULTINATIONALE DE BITUMES,"BAIL, BATIMENT, GOUNGHIN, ZONE INDUSTRIEL, SONABHY, SOCIETE MULTINATIONALE DE BITUMES.",(CONTRAT),"17. AVRIL, 2007."
0487/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 09 OCTOBRE 2007 : SONABHY ET LASH CONSULT INVESTMENTS,"VENTE, PRODUIT PETROLIER, SONABHY, LASH CONSULT INVESTMENTS.",(CONTRAT),"09. OCTOBRE, 2007."
0488/CJ,AVENANT AU CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 11 JANVIER 2008 : SONABHY ET LASH CONSULT PETROLEUM SA,"VENTE, PRODUIT PETROLIER, SONABHY, LASH CONSULT PETROLEUM, AVENANT.",(CONTRAT),"11. JANVIER, 2008."
0489/CJ,PROTOCOLE DE PRESTATION DE SERVICE DU 13 JUIN 2007 : SONABHY ET SAVANE FM,"PRESTATION DE SERVICE, RADIO, SONABHY, SAVANE FM, INFORMATION.",(CONTRAT),"13. JUIN, 2007."
0490/CJ,"MARCHE DE GRE A GRE N°11/00/01/04/00/2007/00121 DU 05 DECEMBRE 2007 + CONTRAT N°15/0558, 15/0559, 15/0560 DU 28 JUILLET 2015 + CONVENTION N°2016-00001C/MDAC/EMGA DU 01 JUILLET 2016 + ORDRE DE COMMANDE DU 28 SEPTEMBRE 2016 + ORDRE DE COMMANDE N°18/280 DU 11 JANVIER 2018 + CONVENTION N°2020/00001C/MDNAC/EMGA DU 02 JUIN 2020 : SONABHY ET EMGA","MARCHE GRE A GRE, CONVENTION, LIVRAISON, PRODUIT PETROLIER, SONABHY, EMGA, ARMEE NATIONALE.","(CONTRAT, ORDRE DE COMMANDE)",2007. 2015. 2016. 2018. 2020.
0491/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 10,,,
0492/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 14 MARS 2008 : SONABHY ET POLYGONE TRADING OIL,"VENTE, PRODUIT PETROLIER, SONABHY, POLYGONE TRADING OIL.",(CONTRAT),"14. MARS, 2008."
0493/CJ,PROTOCOLE D'ACCORD DE VENTE DE PRODUITS PETROLIERS DU 13 JUILLET 2007 : SONABHY ET PRIDE PETROLEUM SA,"VENTE, PRODUIT PETROLIER, SONABHY, PRIDE PETROLEUM SA.",(CONTRAT),"13. JUILLET , 2007."
0494/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS DU 09 OCTOBRE 2008 : SONABHY ET 777 CHADECO,"VENTE, PRODUIT PETROLIER, SONABHY, 777 CHADECO OIL.",(CONTRAT),"09. OCTOBRE, 2008."
0495/CJ,PROTOCOLE D'ACCORD DE MISSION DE CONTROLE DES LIVRAISONS DROITURE 2004 ET 2007 DU 17 JUIN 2008 : SONABHY ET ARYAN ET CO,"MISSION, CONTROLE, LIVRAISON, PRODUIT PETROLIER,",,
0496/CJ,"CONVENTION DE CREDIT DU 31 OCTOBRE 2008 : SONABHY ET BICIA-B, SGBB.","CONVENTION, CREDIT, SONABHY, BICIA-B, SGBB.",(CONTRAT),"31. OCTOBRE, 2008."
0497/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°20/0053 DU 21 FEVRIER 2020 + CONVENTION DE VENTE N°23/0215 DU 06 AVRIL 2023 : SONABHY ET OLA ENERGY BURKINA,"VENTE, PRODUIT PETROLIER, JET A1, FORCES ARMEES NATIONALES, SONABHY, OLA ENERGY BURKINA.",(CONTRAT),10. 2020. 2023.
0498/CJ,CONTRAT DE VENTE DE JET DU 24 JANVIER 2008 : SONABHY ET PRIDE INTERNATIONAL TRADING (PRIDE PETROLEUM),"VENTE, JET, SONABHY, PRIDE INTERNATIONAL TRADING, PRIDE PETROLEUM.",(CONTRAT),"24. JANVIER, 2008."
0499/CJ,ACCORD DE PAIEMENT DES ALLOCATIONS FAMILIALES DU 16 JUIN 2008 : CNSS-BF ET LA SONABHY,"ALLOCATION FAMILIALE, PAIEMENT, CNSS-BF, SONABHY.",(CONTRAT),
0500/CJ,CONTRAT DE VENTE DE FUEL OIL CAF LOME DU 25 JANVIER 2008 : SONABHY ET TRAFIGURA,"VENTE, FUEL OIL, SONABHY, TRAFIGURA.",(CONTRAT),"25. JANVIER, 2008."
0501/CJ,CONTRAT DE VENTE DE FUEL OIL CAF LOME DU 12 OCTOBRE 2008 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, FUEL OIL, SONABHY, TRAFIGURA.",(CONTRAT),"12. OCTOBRE, 2008."
0502/CJ,CONTRAT A TERME DE PRODUITS PETROLIERS A PARTIR DU GHANA DE SEPTEMBRE 2008 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, GHANA, SONABHY, TRAFIGURA.",(CONTRAT),"SEPTEMBRE, 2008."
0503/CJ,CONVENTION DE CREDIT A COURT TERME DU 11 JUILLET 2008 : SONABHY ET ECOBANK-B,"CRDIT, SONABHY, ECOBANK-B, CONVENTION.",(CONTRAT),"11. JUILLET, 2008."
0504/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0156 DU 20 MAI 2020 + AVENANT N°21/0251 DU 26 AOUT 2021 : SONABHY ET STL-BTP,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STL-BTP.","(CONTRAT, AVENANT)",14. 2020. 2021.
0505/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0189 DU 22 JUIN 2020 + AVENANT N°21/0081 DU 09 AVRIL 2021 : SONABHY ET KING ALASS CONSTRUCTION,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KING ALASS CONSTRUCTION.","(CONTRAT, AVENANT)",29. 2020. 2021.
0506/CJ,CONTRAT DE VENTE DE PRODUITS CIF LOME DU 22 AVRIL 2009 : SONABHY ET TRAFIGURA,"VENTE, PRODUIT PETROLIER, SONABHY, STSL, TRAFIGURA.",(CONTRAT),"22. AVRIL, 2009."
0507/CJ,CONVENTION DE COMPTE COURANT EN 2009 : SONABHY ET ECOBANK-B,"COMPTE COURANT, SONABHY, ECOBANK-B.",(CONTRAT),2009.
0508/CJ,JURIDICTION ET CONTENTIEUX : PROTOCOLE D'ACCORD N°01/2010 DU 15 MARS 2010 + PROTOCOLE D'ACCORD N°11/059 DU 04 JUILLET 2011 : SONABHY ET DR SANON LOMPO MARTHE SANDRINE,"ACCORD, MEDECIN, CONSEIL, SANTE, SONABHY, NAPON ZONGO DELPHINE, SANON LOMPO MARTHE SANDRINE Dr.",(CONTRAT),2010. 2011.
0509/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0201 DU 24 JUIN 2020 : SONABHY ET SAHA POWER,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAHA POWER.",(CONTRAT),03. 2020.
0510/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/036 DU 18 MAI 2011 : SONABHY ET OUEDRAOGO CHEIK,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO CHEIK.",(CONTRAT),"18. MAI, 2011."
0511/CJ,CONTRAT D'ENTRETIEN COMPLET DES COPIEURS DU 31 MAI 2011 : SONABHY ET CFAO TECHNOLOGIES,"ENTRETIEN, COPIEUR, SONABHY, CFAO TECHNOLOGIES.",(CONTRAT),"31. MAI, 2011."
0511,,,,
0512/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0277 DU 28 SEPTEMBRE 2020 ; SONABHY ET SAVADOGO BOUKARE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAVADOGO BOUKARE.",(CONTRAT),2020.
0513/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°20/0178 DU 15 JUIN 2020 : SONABHY ET PARTENARIAT AFRICAIN POUR LA TRANSFORMATION INDUSTRIELLE ET ECONOMIQUE (PATRIE),"TRANSPORT, PRODUIT PETROLIER, SONABHY, PARTENARIAT AFRICAIN POUR LA TRANSFORMATION INDUSTRIELLE ET ECONOMIQUE, PATRIE.",(CONTRAT),07. 2020.
