ID,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,ANNEE,PASSAGE GED,SORT FINAL
00472,0984/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°13/139 DU 02 DECEMBRE 2013 + CONTRAT N°17/0284 DU 27 JUIN 2017 + AVENANT N°17/0520 DU 27 OCTOBRE 2017 + CONTRAT N° 180024 DU 01 FEVRIER 2018 + AVENANT N°18/0717 DU 10 AOUT 2018 + AVENANT N°19/0011 DU 16 JANVIER 2019 + AVENANT N°20/0294 DU 24 JUILLET 2020 + CONTRAT DE TRANSPORT N°22/0369 DU,"SONABHY, TRANSPORT, PRODUIT PETROLIER, DIEL ET COMPAGNIE","(CONTRAT, AVENANT)","2013, 2017, 2018, 2019, 2020, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00473,0985/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT 17/0023 DU 13 JANVIER 2017 + CONTRAT N°18/0357 DU 09 MARS 2018 + AVENANT N°23/0297,"SONABHY, TRANSPORT, PRODUIT PETROLIER, ARCHI-TECH","(CONTRAT, AVENANT)","2017, 2018, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00474,0986/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"SONABHY, TRANSPORT, PRODUIT PETROLIER, ENIMAF","(CONTRAT, AVENANT)","2017, 2018, 2019, 2021",DOCESSEN,CONSERVATION DEFINITIVE
00475,0987/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE,"SONABHY, TRAVAIL, SECRETARIAT, BARRO HADIDIATOU",(CONTRAT),2011,DOCESSEN,CONSERVATION DEFINITIVE
00476,0988/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°13/149 DU,"SONABHY, VENTE, SODIP, PRODUIT PETROLIER",(CONTRAT),2013,DOCESSEN,CONSERVATION DEFINITIVE
00477,0989/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT,"SONABHY, TRANSPORT, PRODUIT PETROLIER, SAT LOGISTIC",(CONTRAT),2013,DOCESSEN,CONSERVATION DEFINITIVE
00478,0990/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0436 DU 13 SEPTEMBRE 2017 +,"SONABHY, TRANSPORT, PRODUIT PETROLIER, NICE SERVICE",(CONTRAT),"2017, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00479,0991/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0804 DU 24 SEPTEMBRE 2018 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CHRISSOUF","(CONTRAT, AVENANT)","2018, 2021",DOCESSEN,CONSERVATION DEFINITIVE
00480,0992/CJ,CONTRAT DE PASSAGE DE PRODUITS PETROLIERS N°14/0003,"PASSAGE, PRODUIT PETROLIER, SONABHY, AGENCE DE DISTRIBUTION OPTIMALE",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00481,0993/CJ,CONTRAT DE VENTE SPOT DE PRODUITS PETROLIERS,"VENTE SPOT, PRODUIT PETROLIER, SONABHY, SOCIETE IVOIRIENNE DE RAFFINAGE",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00482,0994/CJ,JURIDICTION ET CONTENTIEUX ; CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°13/0133 DU 20 NOVEMBRE 2013 + CONTRAT N°15/0137 DU 13 MARS 2015 + CONTRAT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOANDA SAIBA",(CONTRAT),"2013, 2015",DOCESSEN,CONSERVATION DEFINITIVE
00483,0995/CJ,CONTRAT DE VENTE SPOT DE PRODUITS PETROLIERS,"VENTE, SPOT, PRODUIT PETROLIER, SONABHY, SOCIETE IVOIRIENNE DE RAFFINAGE",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00484,0996/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0005 DU 03 FEVRIER 2014 +,"VENTE, PRODUIT PETROLIER, SONABHY, B-ENERGY","(CONTRAT, AVENANT)","2014, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00485,0997/CJ,CONTRAT DE VENTE SPOT DE PRODUITS PETROLIERS,"VENTE, SPOT, PRODUIT PETROLIER, SONABHY, SOCIETE IVOIRIENNE DE RAFFINAGE",(CONTRAT),2013,DOCESSEN,CONSERVATION DEFINITIVE
00486,0998/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0004 DU 03 FEVRIER 2014 + CONTRAT N°14/0212 DU 29 DECEMBRE 2014 + CONTRAT N° 1700628 DU 28 DECEMBRE 2017:SONABHY ET PETRO OIL,"PRODUIT PETROLIER, VENTE, SONABHY, PETRO OIL",(CONTRAT),"2014, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00487,0999/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0008 DU 07 FEVRIER 2014 +,"PRODUIT PETROLIER, TRANSPORT, SONABHY, TENE TRANSPORT",(CONTRAT),"2014, 2015",DOCESSEN,CONSERVATION DEFINITIVE
00488,1000/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0015 DU 13 FEVRIER 2014  + AVENANT N°14/0097 DU 15/07/2014 + CONTRAT DE VENTE N°22/0252 DU 18 MAI 2022 + CONTRAT DE VENTE N°22/0307 DU 08 JUIN 2022 + CONTRAT N°22/0483 DU 15 SEPTEMBRE 2022 + AVENANT N°22/0543 DU 17 OCTOBRE 2022 + AVENANT N°22/0555 DU 24 OCTOBRE 2022 + CONTRAT N°23/0502 DU 17 NOVEMBRE 2023 + CONTRAT D'ACHAT N°23/0544 DU 14 DECEMBRE 2023 + CONTRAT ACHAT N°24/0172 DU 12 AVRIL 2024:SONABHY ET CHASE PETROLEUM GHANA LIMITED,"PRODUIT PETROLIER, VENTE, ACHAT, SONABHY, CHASE PETROLEUM GHANA LIMITED","(CONTRAT, AVENANT)","2014, 2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
00489,1001/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DIENDERE SOULEYMANE",(CONTRAT),2019,DOCESSEN,CONSERVATION DEFINITIVE
00490,1002/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/021 DU 10 MARS 2014  + AVENANT N°17/0354 DU 25 JUILLET 2017 + CONTRAT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUATTARA MOUSSA","(CONTRAT, AVENANT)","2014, 2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00491,1003/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/025 DU 10 MARS 2014 + CONTRAT N°15/0080 DU 26 FEVRIER 2015 + AVENANT N°15/402 DU 21 DECEMBRE 2015 + CONTRAT N°18/0265 DU 27 FEVRIER 2018 + CONTRAT N°18/0265 DU 27 FEVRIER,"TRANSPORT, PRODUIT PETROLIER, SONABHY, AOREMA NEGOCE","(CONTRAT, AVENANT)","2014, 2015, 2018, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00492,1004/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0029 DU 10 MARS 2014 +  CONTRAT N° 14/0197 DU 26-12-2014 +,"VENTE, PRODUIT PETROLIER, SONABHY, AMIRA OIL",(CONTRAT),"2014, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00493,1005/CJ,CONTRAT DE PARTENARIAT SNC BOBO 2014 N°14/0033 DU,"PARTENARIAT, ART CULINAIRE, COMPETITION, SEMAINE NATIONALE DE LA CULTURE, SONABHY",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00494,1006/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TIENDREBEOGO L BOUEIMA",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00495,1007/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0036 DU 21 MARS 2014 + CONTRAT N°15/0019 DU 02 FEVRIER 2015  + CONTRAT N°15/0171 DU 07 AVRIL 2015 + CONTRAT DE PASSAGE N°15/0234 DU 25 MAI 2015 + CONTRAT N°18/0419 DU 29 MARS 2018 + CONTRAT DE VENTE N°18/0838 DU 15 OCTOBRE 2018 + CONTRAT DE VENTE N°20/0025 DU 29 JANVIER 2020,"VENTE, PASSAGE, PRODUIT PETROLIER, TRENSON INVESTMENT TRADING, SONABHY","(CONTRAT, AVENANT)","2014, 2015, 2018, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00496,1008/CJ,CONTRAT DE N°2014-004/DGSI/DPE DU 05 MARS 2014 POUR,"GESTION, COURRIER, KIRA, DGSI, SONABHY",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00497,1009/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE GAZ BUTANE N°14/0031 DU 11 MARS 2014 + CONTRAT DE PASSAGE DE BUTANE AU DEPOT PETROCI N°14/0083 DU 03,"VENTE, PASSAGE, GAZ BUTANE, PETROCI HOLDING, SONABHY","(CONTRAT, AVENANT)","2014, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00498,1010/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°13/0143 DU 10 DECEMBRE 2013 + CONTRAT N°18/00111 DU 07 FEVRIER 2018 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO BOUBACARI, SONABHY","(CONTRAT, AVENANT)",,DOCESSEN,CONSERVATION DEFINITIVE
00499,1011/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/1112 DU,"TRAVAIL, GESTION, MAGASIN, SONABHY, MILLOGO FATOGOMA DONALDS",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00500,1012/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/1113 DU,"TRAVAIL, SECRETARIAT, SANON ROSE GWLADYS, SONABHY",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00501,1013/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0034,"VENTE, PRODUIT PETROLIER, SONABHY, BANYAMA OIL",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00502,1014/CJ,JURIDICTION ET CONTENTIEUX : TRAVAIL A DUREE,"TRAVAIL, OUVRIER, ZONGO PHILIPPE, SONABHY",(CONTRAT),2016,DOCESSEN,CONSERVATION DEFINITIVE
00503,1015/CJ,PROJET DE CONTRAT DE MAINTENANCE DE CLIMATISEURS DU,"MAINTENANCE, CLIMATISEUR, SONABHY, DIACFA HIGH TECH",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00504,1016/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0042 DU 09-04-2014  + CONTRAT N°15/0116 + CONTRAT N°16/0493 DU 21 NOVEMBRE 2016 + AVENANT N°17/114 DU 14 FEVRIER 2017 + AVENANT N°19/0172 DU 17 MAI 2019 + AVENANT N°19/0328 DU 11 JUILLET 2019 + AVENANT N°22/0526 DU 04 OCTOBRE 2022 + AVENANT N°22/0561 DU 26 OCTOBRE 2022 + AVENANT N°23/0181 DU 23 MARS 2023 + AVENANT N°23/0314 DU 16,"TRANSPORT, PRODUIT PETROLIER, SGT/TOURS, SONABHY","(CONTRAT, AVENANT)","2014, 2015, 2016, 2017, 2019, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00505,1017/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°13/145 DU 10 DECEMBRE 2013 + AVENANT N°14/0094 DU,"TRANSPORT, PRODUIT PETROLIER, UNIVERSEL TRANSIT, SONABHY","(CONTRAT, AVENANT)",2013-2014,DOCESSEN,CONSERVATION DEFINITIVE
00506,1018/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, SOTRANZ, SONABHY",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00507,1019/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, BAKOU LOGISTICS, SONABHY","(CONTRAT, AVENANT)","2015, 2019, 2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00508,1020/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 12,SONABHY,(CONTRAT),"2007, 2014",DOCESSEN,CONSERVATION DEFINITIVE
00509,1021/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE GENERALE DE TRANSPORT ET DE COMMERCE",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00510,1022/CJ,JURIDICTION ET CONTENTIEUX ; CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 05 JUIN 2008 + AVENANT N°14/0056 DU 17 AVRIL 2014 + AVENANT N°14/0075 DU 22 MAI 2014 + CONTRAT N°15/0083 DU 26 FEVRIER 2015 + CONTRAT DE TRANSPORT N°15/352 DU 29 OCTOBRE 2015 + CONTRAT DE TRANSPORT N°18/0506 DU 24 MAI 2018 + CONTRAT N°18/0464 DU 25 AVRIL 2018 + AVENANT N°190451 DU 26 NOVEMBRE 2019 + AVENANT N°20/0129 DU 22 AVRIL 2020:SONABHY ET SANKARA ABDOULAYE (ENTREPRISE NABONSWENDE),"TRANSPORT, PRODUIT PETROLIER, SONABHY, SANKARA ABDOULAYE, ENTREPRISE NABONSWENDE","(CONTRAT, AVENANT)","2008, 2014, 2015, 2018, 2019, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00511,1023/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS,"VENTE, PRODUIT PETROLIER, SONABHY, TRANSFORM INTERNATIONAL",(CONTRAT),"2014, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
00512,1024/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOGEB.P",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00513,1025/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE PASSAGE ET DE PRESTATIONS DE SERVICE N°14/0020 DU 26 FEVRIER,"PASSAGE, PRODUIT PETROLIER, PRESTATION DE SERVICE, SONABHY, TEMA TANK FARM","(CONTRAT, AVENANT)","2014, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00514,1026/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0044 DU 09 AVRIL 2014 + CONTRAT N°15/0057 DU 18,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE DE TRANSIT GENERAL DU BURKINA","(CONTRAT, AVENANT)","2014, 2015, 2016",DOCESSEN,CONSERVATION DEFINITIVE
00515,1027/CJ,CONTRAT DE PASSAGE ET DE PRESTATIONS DE SERVICE,"PASSAGE, PRODUIT PETROLIER, PRESTATION DE SERVICE, SONABHY, TEMA FUEL CO",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00516,1028/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS DU 20 SEPTEMBRE 2006 + AVENANT N°14/0053 DU 17 AVRIL 2014 +  AVENANT N°17/0542 DU 10 NOVEMBRE 2017 + CONTRAT N°18/0356 DU 09 MARS 2018  + AVENANT N°19/0025 DU 28 JANVIER 2019 + AVENANT N°19/0150 DU 17 AVRIL 2019 + AVENANT N°19/445 DU 15 NOVEMBRE 2019 + AVENANT N°19/0450 DU 26 NOVEMBRE 2019 + AVENANT N°20/0332 DU 01 DECEMBRE 2020 + AVENANT N°21/0144 DU 25 JUIN 2021 + AVENANT N°22/0208 DU 03 MAI 2022 + AVENANT N°23/0172 DU 22 MARS 2023 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SGCT, SGC2T","(CONTRAT, AVENANT)","2006, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
00517,1029/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ETABLISSEMENT ROUCHEUX",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00518,1030/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0048 DU 09 AVRIL 2014 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE DE L'ESPOIR","(CONTRAT, AVENANT)","2014, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00519,1031/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS,"TRANSPORT, PRODUIT PETROLIER, SONABHY",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00520,1032/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE N°15/0021 DU 06 FEVRIER 2015 + CONTRAT D'ACHAT / VENTE DE JET A1 N°14/0050 DU 15 AVRIL 2014 + CONTRAT N°15/0021 DU 06 FEVRIER 2015 + CONTRAT DE LIVRAISON,"ACHAT, VENTE, LIVRAISON, PRODUIT PETROLIER, JET A1, SONABHY, PETROCI INTERNATIONAL",(CONTRAT),"2014, 2015",DOCESSEN,CONSERVATION DEFINITIVE
00521,1033/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0047 DU 09 AVRIL 2014 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, RALPH NEGOCE","(CONTRAT, AVENANT)",,DOCESSEN,CONSERVATION DEFINITIVE
00522,1034/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0077 DU 22 MAI 2014 + CONTRAT N°15/372 DU 18 NOVEMBRE 2015 + ACTE DE SESSION PARTIELLE DE CONTRAT ET DE NANTISSEMENT DE,"VENTE, PRODUIT PETROLIER, JET A1, SONABHY, SETANA ENERGY LIMITED, CREANCE, NANTISSEMENT","(CONTRAT, ACTE DE CESSION)","2014, 2015, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00523,1035/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ;  AVENANT N°21/0069 DU 15 MARS 2021 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE POGBILA",(AVENANT),"2021, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00524,1036/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/1630 DU,"SECRETARIAT, TRAVAIL, TRAORE DJAMIRA, SONABHY",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00525,1037/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0078 DU 23 MAI 2010 + CONTRAT DE PASSAGE N°15/0235 DU 11,"VENTE, PASSAGE, PRODUIT PETROLIER, SONABHY, CISSCAM",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00526,1038/CJ,CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0076 DU 22 MAI 2014 + CONTRAT N°17/00587 DU 28 DECEMBRE 2018:SONABHY ET SODISMAH,"VENTE, PRODUIT PETROLIER, SONABHY, SODISMAH",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00527,1039/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0065 DU 09 MAI 2014  + CONTRAT N°15/0110 DU 12,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TRADING INTERNATIONAL BARUCH",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00528,1040/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N° 16/333 DU,"TRAVAIL, OUVRIER, SONABHY, OUEDRAOGO KAETO",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00529,1041/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°15/0345 DU 06 OCTOBRE 2015  +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BASM YAM SERVICE GENERAL",(CONTRAT),"2015, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00530,1042/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°14/2031 DU,"TRAVAIL, SECRETARIAT, SONABHY, TRAORE DJAMIRA",(CONTRAT),2014,DOCESSEN,CONSERVATION DEFINITIVE
00531,1043/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0069 DU 09 MAI 2014 + CONTRAT N°15/0281 DU 15 JUILLET 2015 + CONTRAT N°18/0337 DU 23 MARS 2018 + AVENANT N°19/0043 DU 11,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COMPAORE HAMIDOU AZIZ","(CONTRAT, AVENANT)","2014, 2015, 2018, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00532,1044/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAHYM",(CONTRAT),"2007, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00533,1045/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STA-BFF",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00534,1046/CJ,JURIDICTION ET CONTENTIEUX ; CONTRAT DE PRESTATION DE SERVICE DU 11 NOVEMBRE 2010 + CONTRAT DE PRESTATION DE SERVICE POST'ECLAIR N°14/0073 DU 22 MAI,"PRESTATION DE SERVICE, POST'ECLAIR, SONAPOST, LA POSTE BURKINA FASO, SONABHY",(CONTRAT),"2010, 2014, 2015, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00535,1047/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, EBIF PIECES AUTOMOBILES, SONABHY",(CONTRAT),2018,DOCESSEN,CONSERVATION DEFINITIVE
00536,1048/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DE PRODUITS PETROLIERS N°14/0095 DU 04 JUILLET 2014 + CONTRAT DE FOURNITURE DE SUPER DU 01 JUILLET 2015 + CONTRAT N°17/0229 DU 06 JUIN 2017 + CONTRAT DE VENTE N°18/01631 DU 28 MAI 2018 + CONTRAT DU 07 JUIN 2018 + CONTRAT DE VENTE N°19/0086 DU 04 MARS 2019 + CONTRAT DE VENTE N°19/323 DU 09 JUILLET 2019 + AVENANT N°19/0384 DE 2019 + CONTRAT N°19/0434 DU 06 NOVEMBRE 2019 + AVENANT N°0014 DU 21 JANVIER 2020 + AVENANT N°20/0015 DU 21 JANVIER 2020 + CONTRAT DE PRET N°20/0018 DU 21 JANVIER 2020 + AVENANT N°20/0041 DU 11 FEVRIER 2020 + CONTRAT DE VENTE N°20/0060 DU 21 FEVRIER 2020 + AVENANT N°20/0075 DU 05 MARS 2020  + CONTRAT N°20/0100 DU 01 AVRIL 2020 + AVENANT N°20/0099 DU 31 MSARS 2020 + CONTRAT DE VENTE N°20/0144 DU 11 MAI 2020 + AVENANT N°20/0146 DU 15 MAI 2020 + CONTRAT DE VENTE N°20/0194 DU 22 JUIN 2020 + CONTRAT DE VENTE N°20/0240 DU 13 AOUT 2020 + AVENANT N°20/0248 DU 24 AOUT 2020 + CONTRAT DE VENTE N°20/0271 DU 25 SEPTEMBRE 2020 + AVENANT N°20/131 DU 24 AVRIL 2020 + AVENANT N°20/0287 DU 17 JUILLET 2020 + CONTRAT DE VENTE N°20/0287 DU 13 OCTOBRE 2020 + CONTRAT DE VENTE N°20/0288 DU 13 OCTOBRE 2020 + CONTRAT DE VENTE N°20/0296 + AVENANT N°20/0290 DU 23 JUILLET 2020 + AVENANT N°21/0026 DU 28 JANVIER 2021 + AVENANT N°21/0064 DU 10 MARS 2021 + CONTRAT N°21/0039 DU 16 FEVRIER 2021 + CONTRAT N°21/0059 DU 02 MARS 2021 + CONTRAT N°21/0060 02 MARS 2021 + AVENANT N°21/0298 DU 05 OCTOBRE 2021 + CONTRAT N°21/0306 DU 11 OCTOBRE 2021 + CONTRAT N°21/0311 DU 14 OCTOBRE 2021 + AVENANT N°21/0340 DU 08 NOVEMBRE 2021 + CONTRAT N°22/0064 DU 10 FEVRIER 2022 + CONTRAT N°22/0115 DU 15 MARS 2022 + CONTRAT DE VENTE N°22/0148 DU 06 AVRIL 2022 + CONTRAT DE VENTE N°22/0128 DU 18 MARS 2022 + AVENANT N°22/0166 DU 21 AVRIL 2022 + AVENANT N°22/0184 DU 27 AVRIL 2022 + AVENANT N°22/0205 DU 03 MAI 2022 + AVENANT N°22/0220 DU 04 MAI 2022 + CONTRAT DE VENTE N°22/0249 DU 17 MAI 2022 + CONTRAT DE VENTE N°22/0267 DU 19 MAI 2022 + CONTRAT DE VENTE N°22/0310 DU 08 JUIN 2022 + CONTRAT DE VENTE N°22/0517 DU 28 SEPTEMBRE 2022 + CONTRAT DE VENTE N°23/0051 DU 22 FEVRIER 2023 + AVENANT N°23/0121 DU 22 FEVRIER 2023 + AVENANT N°23/0277 DU 22 MAI 2023 + AVENANT N°23/0403 DU 14 AOUT 2023 + CONTRAT DE VENTE N°23/0432  DU 13 SEPTEMBRE 2023 + CONTRAT DE VENTE N°23/0449 DU 11 OCTOBRE 2023 + CONTRAT N°23/0474 DU 30 OCTOBRE 2024 + AVENANT N°23/0522 DU 01 DECEMBRE 2023 + CONTRAT N°24/0031 DU 17 JANVIER 2024 + AVENANT N°24/0019 DU 12 JANVIER 2024 + AVENANT N°24/0051 DU 30 JANVIER 2024 + CONTRAT 24/0125 DU 01 MARS 2024 + AVENANT N°24/0110 DU 29 FEVRIER 2024 + AVENANT N°24/0112 DU 29 FEVRIER 2024 + AVENANT N°24/0174 DU 16 AVRIL 2024 + AVENANT N°24/0175 DU 16 AVRIL 2024 + AVENANT N°24/0217 DU 24 MAI 2024 + CONTRAT ACHAT N°24/0221 DU 27 MAI 2024 + AVENANT N°24/0225 DU 29 MAI 2024 + AVENANT N°24/0226,"VENTE, ACHAT, FOURNITURE, PRODUIT PETROLIER, VITOL, VITOL BAHREIN, SONABHY","(CONTRAT, AVENANT)","2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",DOCESSEN,CONSERVATION DEFINITIVE
00537,1049/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°14/0100 DU 16 JUILLET 2014 + CONTRAT N°15/0200 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE PALINGWENDE",(CONTRAT),2014-2015,DOCESSEN,CONSERVATION DEFINITIVE
