ID,Cote,Intitulé,Période début,Type,Quantité,Fonction,Code fonction,Mots-clés,Types de documents,Date ouverture,Date clôture,Système,Durée conservation,Sort final,Période fin,Observations
886,0738/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2020,DOSSIER,09  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ITFC; REGLEMENT FOURNISSEUR,PIECES COMPTABLE; REGLEMENT FOURNISSEUR,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
887,0739/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,07  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BICIA-B; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
888,0740/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BIB/UBA; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
889,0741/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; SGBF; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
890,0742/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BSIC; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
891,0743/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; ECO BANK; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
892,0744/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2019,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BABF; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
893,0745/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : DEMANDE DE,2019,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; UBA; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
894,0746/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : DEMANDE DE,2019,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BABF; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
895,0747/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : DEMANDE DE,2019,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ECO BANK; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
896,0748/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD :REGLEMENT,2019,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; CBI; REGLEMENT FOURNISSEUR,PIECES COMPTABLE; ,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
897,0749/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; UBA; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
898,0750/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,01 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BCB; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
899,0751/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BICIA-B; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
900,0752/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,06 PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BSIC; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
901,0753/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BOA; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
902,0754/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BABF; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
903,0755/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,05  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; SGBF; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
904,0756/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ORABANK; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
905,0757/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2019,DOSSIER,41  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ITFC; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
906,0758/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BICIA-B; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,Nø17000567 AU LIEU DE 18000567
907,0759/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,05  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; ECO BANK; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
908,0760/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BSIC; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
909,0761/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BOA; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
910,0762/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; CBI; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE; DEMANDE DE VIREMENT ETRANGER,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
911,0763/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; SGBF; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
912,0764/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN EURO : DEMANDE DE,2018,DOSSIER,08  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; EURO; BABF; DEMANDE DE VIREMENT ETRANGER,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
913,0765/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2018,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BABF; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
914,0766/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2018,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ECOBANK; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
915,0767/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2018,DOSSIER,07  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; BOA; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
916,0768/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2018,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ITFC; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
917,0769/GFC,GESTION FINANCIERE ET COMPTABLE : DEVISES EN USD : REGLEMENT,2017,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DEVISES; USD; ITFC; REGLEMENT FOURNISSEURS,PIECES COMPTABLE,01-09-2021,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
918,0770/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE JANVIER,JANVIER 2020,DOSSIER,49  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
919,0771/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE FEVRIER,FEVRIER 2020,DOSSIER,54  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
920,0772/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE MARS 2020,MARS 2020,DOSSIER,45  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
921,0773/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE AVRIL 2020,AVRIL 2020,DOSSIER,54  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
922,0774/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE MAI 2020,MAI 2020,DOSSIER,49  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
923,0775/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE JUIN 2020,JUIN 2020,DOSSIER,52  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
924,0776/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE JUILET 2020,JUILET 2020,DOSSIER,48  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
925,0777/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE AOUT 2020,AOUT 2020,DOSSIER,50  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
926,0778/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE SEPTEMBRE,SEPTEMBRE 2020,DOSSIER,54  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
927,0779/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE OCTOBRE,OCTOBRE 2020,DOSSIER,49  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
928,0780/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE NOVEMBRE,NOVEMBRE 2020,DOSSIER,49  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
929,0781/GFC,GESTION FINANCIERE ET COMPTABLE : CAISSE OUAGA  DE DECEMBRE,DECEMBRE 2020,DOSSIER,54  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CAISSE OUAGA; PIECE D'ENCAISSEMENT; ORDRE DE PAIEMENT,PIECES COMPTABLE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
930,0782/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,JANVIER 2020,DOSSIER,13  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
931,0783/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,FEVRIER 2020,DOSSIER,12  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
932,0784/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE MARS,MARS 2020,DOSSIER,11  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
933,0785/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE AVRIL,AVRIL 2020,DOSSIER,11  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
934,0786/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE MAI,MAI 2020,DOSSIER,11  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
935,0787/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE JUIN,JUIN 2020,DOSSIER,14  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
936,0788/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,JUILLET 2020,DOSSIER,04  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
937,0789/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE AOUT,AOUT 2020,DOSSIER,14  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
938,0790/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,SEPTEMBRE 2020,DOSSIER,14  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
939,0791/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,OCTOBRE 2020,DOSSIER,13  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
940,0792/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,NOVEMBRE 2020,DOSSIER,14  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
941,0793/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU GAZ DE,DECEMBRE 2020,DOSSIER,14  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; CARNET DE RECU GAZ; SONABHY; RESSOURCES HUMAINES,CARNET DE RECU GAZ,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
942,0794/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,JANVIER  2020,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
943,0795/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,FEVRIER  2020,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
944,0796/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,MARS  2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
945,0797/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,AVRIL  2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
946,0798/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,MAI  2020,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
947,0799/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,JUIN  2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
948,0800/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,JUILLET 2020,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
949,0801/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,AOUT 2020,DOSSIER,03  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
950,0802/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,SEPTEMBRE  2020,DOSSIER,01  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
951,0803/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,OCTOBRE 2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
952,0804/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,NOVEMBRE 2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
953,0805/GFC,GESTION FINANCIERE ET COMPTABLE : TICKETS DE RESTAURATION DE,DECEMBRE 2020,DOSSIER,02  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; TICKETS DE RESTAURATION; SONABHY; RESSOURCES HUMAINES,CARNET DE RESTAURATION,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
954,0806/GFC,GESTION FINANCIERE ET COMPTABLE : CARNET DE RECU DE CAISSE :,2020,DOSSIER,10  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; DIVERS; CARNET DE RECU DE CAISSE,CARNET DE RECU DE CAISSE,26-07-2022,2023,-,10 ANS,DESTRUCTION,,
955,0807/GFC,GESTION FINANCIERE ET COMPTABLE : BROUILLARD DE CAISSE :,2020,DOSSIER,10  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; RECETTE; DEPENSE; SONABHY,BROUILLARD DE CAISSE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
956,0808/GFC,GESTION FINANCIERE ET COMPTABLE : BON DE CAISSE,2020,DOSSIER,15  PIECES,GESTION FINANCIERE ET COMPTABLE,GFC,COMPTABILITE; FINANCE; BON DE CAISSE; DEPENSE,BON DE CAISSE,26-07-2022,2023,-,10 ANS,CONSERVATION DEFINITIVE,,
