ref,titre,contenu,analyse_diplomatique,annee
0798/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS ACCES OIL 2013,"FACTURATION, PRODUIT PETROLIER, ACCESS OIL, REGLEMENT","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0799/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SOGEL/B 2013,"FACTURATION, PRODUIT PETROLIER, SOGEL BURKINA, REGLEMENT","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0800/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS MEGA ENERGIE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, MEGA ENERGIE","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0801/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS ECO OIL 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, ECO OIL","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0802/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS LA BURKINABE D' HYDROCARBURE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, LA BURKINABE D'HYDROCARBURES","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0803/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS ORYX 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, ORYX BURKINA","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0804/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS EBOMAF 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, EBOMAF","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0805/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SODIS OIL 2013,"FACTURATION, PRODUIT PETROLIER, SODIS OIL, REGLEMENT","(ETAT DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0806/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI SEPTEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : SEPTEMBRE 2012, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0807/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI JUILLET 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : JUILLET 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0808/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI AOUT 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(BON D'ENLEVEMENT , ETAT DE REGLEMENT) DATE EXTREME  : AOUT 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0809/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI MAI 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : MAI 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0810/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : DECEMBRE  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0811/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI JUIN 2013,"FACTURATION, PRODUIT PETROLIER,  REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : JUIN 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0812/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI OCTOBRE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : OCTOBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0813/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI FEVRIER 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : FEVRIER 2012, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0814/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI JANVIER 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0815/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI AVRIL 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0816/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI MARS 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0817/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS SKI NOVEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : NOVEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0818/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENTS PLUF 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, PLUF","(ETAT DE REGLEMENT, BORDEREAU DE PRELEVEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0819/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT SONABEL MARS 2014,"FACTURATION, PRODUIT PETROLIER, CREDIT, SONABEL","(NOTE DE CREDIT, SONABEL) DATE EXTREME  : MARS 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0820/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE SONABEL SEPTEMBRE-OCTOBRE 2011,"FACTURATION, PRODUIT PETROLIER, SONABEL","(FACTURE, BON D'ENLEVEMENT, BORDEREAU DE LIVRAISON) DATE EXTREME  :  2011, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0821/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE SONABEL JANVIER-DECEMBRE 2014,"FACTURATION, PRODUIT PETROLIER, SONABEL","(FACTURE, BORDEREAU DE LIVRAISON) DATE EXTREME  : JANVIER-DECEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0822/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE PLUF 2014,"FACTURATION, PRODUIT PETROLIER, PLUF DATE EXTREME  :  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",,
0823/FRP,"COURRIER ARRIVEE DES CLIENTS:FAX DE ECOBANK BURKINA ESCHANGE RATES,LETTRES ADRESSEES AU DG DECEMBRE ""2012;JANVIER-FEVRIER;AVRIL-AOUT 2013""","COURRIER ARRIVE, ECOBANK BURKINA, PRODUIT PETROLIER","(COURRIER ARRIVE, FAX) DATE EXTREME  : DECEMBRE 2012,JANVIER-FEVRIER,AVRIL-AOUT 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0824/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE TOTAL BURKINA MAI - DECEMBRE 2014,"FACTURATION, PRODUIT PETROLIER, TOTAL BURKINA","(FACTURATION) DATE EXTREME  : MAI-DECEMBRE 2012, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0825/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES COMPTABLES SEPTEMBRE-DECEMBRE 2014,"FACTURATION, PRODUIT PETROLIER, FACTURE COMPTABLE","(INTEGRATION COMPTABLE DES FACTURES) DATE EXTREME  : SEPTEMBRE-DECEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0826/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE SONABEL JANVIER-AVRIL 2015,"FACTURATION, PRODUIT PETROLIER, SONABEL, VENTE","(FACTURATION) DATE EXTREME  : JANVIER-AVRIL 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0827/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE VIVO ENERGY BF JANVIER-MAI 2015,"FACTURATION, PRODUIT PETROLIER, VIVO ENERGY BURKINA","(FACTURATION) DATE EXTREME  : JANVIER-MAI 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0828/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE E.M.G.A JANVIER-JUILLET 2014,"FACTURATION, PRODUIT PETROLIER, VENTE, EMGA","(FACTURE) DATE EXTREME  : JANVIER-JUILLET 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0829/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE TOTAL BURKINA JANVIER - AVRIL 2015,"FACTURATION, PRODUIT PETROLIER, VENTE, TOTAL BURKINA","(FACTURE) DATE EXTREME  : JANVIER-AVRIL 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0830/FRP,VENTE DE PRODUITS PETROLIERS : SONABHY:DOCUMENT DE FACTURATION A LA SONABHY 2013-2014,"FACTURATION, PRODUIT PETROLIER, VENTE","(BORDEREAU DE LIVRAISON, SITUATION DE STOCK, DROITURE SONABEL) DATE EXTREME  :  2013-2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0831/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE LIBYA OIL MARS 2015,"FACTURATION, PRODUIT PETROLIER, VENTE, LIBYA OIL BURKINA","(FACTURE) DATE EXTREME  : MARS 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0832/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE PETRO GULMU MARS 2015,"FACTURATION, PRODUIT PETROLIER, VENTE, PETRO GULMU","(FACTURE) DATE EXTREME  : MARS 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0833/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE SODHYFA MARS 2015,"FACTURATION, PRODUIT PETROLIER, SODHYFA, VENTE","(FACTURE) DATE EXTREME  : MARS 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0834/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE ORYX BURKINA MARS 2015,"FACTURATION, PRODUIT PETROLIER, ORYX BURKINA BURKINA","(FACTURE) DATE EXTREME  : MARS 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0835/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT PETRO GULMU DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, PETRO GULMU, REGLEMENT, RETARD","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
836/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT PETROFA DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, PETROFA, REGLEMENT, RETARD","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0837/FRP,VENTE DE PRODUITS PETROLIERS :ETAT DE RETARD DE REGLEMENT CLIENT ORYX DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, VENTE","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0838/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT MEGA ENERGIE DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, MEGA ENERGIE","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0839/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT BURKINABE D' HYDROCARBURE DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, RETARD, LA BURKINABE D'HYDROCARBURES","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0840/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT VIVO ENERGY BURKINA 2013,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, VIVO ENERGY BURKINA","(ETAT DE RETARD) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0841/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT ACCESS OIL DECEMBRE 2013,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, ACCESS OIL","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : DECEMBRE 2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0842/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT SODIS OIL 2013,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, SODIS OIL","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  :  2013, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0843/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT SONABEL 2013-2014 ET VIVO ENERGY BURKINA JANVIER-AOUT 2014,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, SONABEL, VIVO ENERGY BURKINA","(ETAT DE RETARD DE REGLEMENT) ""DATE EXTREME  : 2013-2014;JANVIER-AOUT 2014,"" PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0844/FRP,"VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT PETROFA ""JANVIER-FEVRIER;AVRIL-JUILLET 2014""","FACTURATION, PRODUIT PETROLIER, PETROFA, RETARD, REGLEMENT","(ETAT DE RETARD DE REGLEMENT) ""DATE EXTREME  : JANVIER-FEVRIER;AVRIL-JUILLET 2014,"" PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0845/FRP,"VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE ""REGLEMENT CLIENT TOTAL MALI;HYDRO MALI;DOUK"" ""OIL;PERSOIL MARS-AVRIL 2014""","FACTURATION, PRODUIT PETROLIER, HYDRO MALI, DOUK OIL, PERSOIL, RETARD, REGLEMENT, TOTAL MALI","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : MARS-AVRIL 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0846/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT SODIS OIL JANVIER-JUILLET 2014,"FACTURATION, PRODUIT PETROLIER, SODIS OIL, RETARD, REGLEMENT","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : JANVIER-JUILLET 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0847/FRP,"VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT FASO OIL ""JANVIER-FEVRIER;AVRIL-JUILLET 2014""","FACTURATION, PRODUIT PETROLIER, FASO OIL, RETARD, REGLEMENT","(ETAT DE RETARD DE REGLEMENT) ""DATE EXTREME  : JANVIER-FEVRIER;AVRIL-JUILLET 2014,"" PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0848/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT ORYX JANVIER-MAI 2014,"FACTURATION, PRODUIT PETROLIER, RETARD, REGLEMENT, ORYX BURKINA","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : JANVIER-MAI 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0849/FRP,"VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT LIBYA OIL JANVIER,MARS,JUIN 2014","FACTURATION, PRODUIT PETROLIER, LIBYA OIL BURKINA, RETARD, REGLEMENT","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : JANVIER,MARS,JUIN 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0850/FRP,"VENTE DE PRODUITS PETROLIERS : ETAT DE RETARD DE REGLEMENT CLIENT ORYX,PETROFA,OTAM,LYBIA OIL,VIVO ENERGY,PETRO GULMU AOUT-SEPTEMBRE 2014","VENTE, PRODUIT PETROLIER, PETROFA, OTAM, LIBYA OIL BURKINA, VIVO ENERGY BURKINA, PETRO GULMU,  REGLEMENT","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : AOUT-SEPTEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0851/FRP,"VENTE DE PRODUITS PETROLIERS : ETATS DE RETARD DE REGLEMENT CLIENTS LYBIA OIL BURKINA, MEGA ENERGIE, ORYX BURKINA, OTAM, PETROFA, SONABEL, VIVO ENERGY;SEPTEMBRE- OCTOBRE 2014","VENTE, PRODUIT PETROLIER, LIBYA OIL BURKINA, MEGA ENERGIE, ORYX BURKINA BURKINA, OTAM, PETROFA, SONABEL, VIVO ENERGY BURKINA,  RETARD,  REGLEMENT, PRODUIT PETROLIER","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : SEPTEMBRE-OCTOBRE  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0852/FRP,"VENTE DE PRODUITS PETROLIERS : ETATS DE RETARD DE ""REGLEMENT CLIENT PETRO GULMU JANVIER; AVRIL- JUIN 2014""","VENTE,  PRODUIT PETROLIER,  PETRO GULMU, RETARD, REGLEMENT, PRODUIT PETROLIER, REGLEMENT","(ETAT DE RETARD DE REGLEMENT) ""DATE EXTREME  : JANVIER; AVRIL- JUIN  2014,"" PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0853/FRP,VENTE DE PRODUITS PETROLIERS : ETATS DE RETARDS DE REGLEMENT CLIENTS BURKINABE D' HYDROCARBURES JANVIER A FEVRIER 2014,"VENTE, PRODUIT PETROLIER, RETARD, REGLEMENT, LA BURKINABE D'HYDROCARBURES","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : JANVIER- FEVRIER 2014 , PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0854/FRP,VENTE DE PRODUITS PETROLIERS : ETATS DE RETARD DE REGLEMENTS CLIENTS MEGA ENERGIE DE MARS A JUILLET 2014,"VENTE, PRIDUIT, PETROLIER, MEGA ENERGIE, REGLEMENT, RETARD, PRODUIT PETROLIER","(ETAT DE RETARD DE REGLEMENT) DATE EXTREME  : MARS - JUILLET 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0855/FRP,VENTE DE PRODUITS PETROLIERS : TRAITEMENT DES ANOMALIES DES DROITURES 2014,"VENTE, PRODUIT PETROLIER,  ANOMALIE,  DROITURE","(DOSSIER DE TRAITEMENT) DATE EXTREME  :  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
056/FRP,VENTE DE PRODUITS PETROLIERS : BON DE COMMANDE DE PRODUITS PETROLIERS PAR FDE DE JANVIER-DECEMBRE 2014,"VENTE, PRODUIT PETROLIER, BON, COMMANDE,  FDC, PRODUIT PETROLIER","(BON DE COMMANDE) DATE EXTREME  : JANVIER- DECEMBRE  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0857/FRP,VENTE DE PRODUITS PETROLIERS : STOCK DE PRODUITS PETROLIERS SERVANT A LA FACTURATION 2014,"VENTE, PRODUIT PETROLIER, STOCK, FACTURATION, PRODUIT PETROLIER, STOCK DE PRODUIT PETROLIER, SROCK","(STOCK DE PRODUIT PETROLIER SERVANT ALA FACTURATION) DATE EXTREME  :  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0858/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI JANVIER 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : JANVIER 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0859/FRP,VENTE DE PRODUITS PETROLIERS :ETAT DE REGLEMENT CLIENT SKI FEVRIER 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : FEVREIR  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0860/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI MARS 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, AVIS DE CREDIT) DATE EXTREME  : MARS 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0861/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI AVRIL 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : AVRIL 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
862/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI MAI 2014,"FACTURATION, PRODUIT PETROLIER, REGLEMENT, SKI","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : MAI 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0863/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI JUIN 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : JUIN 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0864/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI JUILLET 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : JUILLET  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0865/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI AOUT 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : AOUT  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0866/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI SEPTEMBRE 2014,"FACTURATION, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, AVIS DE CREDIT, BON D'ENLEVEMENT) DATE EXTREME  : SEPTEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0867/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI OCTOBRE 2014,"VENTE, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : OCTOBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0868/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI NOVEMBRE 2014,"VENTE, PRODUIT PETROLIER, SKI, REGLEMENT","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : NOVEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0869/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT SKI DECEMBRE 2014,"VENTE, REGLEMENT, SKI, PRODUIT PETROLIER","(ETAT DE REGLEMENT, BON D'ENLEVEMENT) DATE EXTREME  : DECEMBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0870/FRP,VENTE DE PRODUITS PETROLIERS : ETAT DE REGLEMENT CLIENT PETROLUB OCTOBRE 2014,"VENTE, PETROLUB, REGLEMENT, PRODUIT PETROLIER","(ETAT DE REGLEMENT, BORDEREAU D' OPERATION) DATE EXTREME  : OCTOBRE 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0871/FRP,VENTE DE PRODUITS PETROLIERS : FACTURES DE PERSOIL FEVRIER 2015,"FACTURATION, PRODUIT PETROLIER, PERSOIL, FACTURE, VENTE","(PRODUIT PETROLIER) DATE EXTREME  : FEVRIER 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0872/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AOUT 2015,"FACTURATION, PRODUIT PETROLIER, DEBIT, ELIKAN, VENTE","(NOTE DE DEBIT, BON D'ENLEVEMENT) DATE EXTREME  : AOUT 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0873/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUIN 2015,"FACTURATION, PRODUIT PETROLIER, VENTE, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : JUIN 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0874/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AVRIL 2015,"FACTURATION, PRODUIT PETROLIER, DEBIT, VENTE","(FACTURE) DATE EXTREME  : AVRIL 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0875/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JANVIER 2015,"FACTURATION, PRODUIT PETROLIER, DEBIT, VENTE","(NOTE DE DEBIT) DATE EXTREME  : JANVIER 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
0876/FRP,VENTE DE PRODUITS PETROLIERS : DOCUMENTS DE FACTURATION DE PRODUITS PETROLIERS 2014:RELEVE DE FACTURE N°14013083-14013088,"FACTURATION, PRODUIT PETROLIER, VENTE, RELEVE","(BON D'ENLEVEMENT, BORDEREAU DE LIVRAISON) DATE EXTREME  :  2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
