ref,cote,titre,analyse_diplomatique,date,contenu
0786,0251/STR,TRANSIT C4 & S4 N° 1501 A 2000,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0787,0252/STR,TRANSIT C4 & S4 N° 2001 A 2500,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0788,0253/STR,TRANSIT C4 & S4 N° 2501 A 3000,"(IMPRIME) , 2002",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0789,0254/STR,TRANSIT C4 & S4 N° 3001 A 3500 DE 2002 ET 4001 A 4068 DE 2003,"(IMPRIME) , 2002-2003",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0790,0255/STR,TRANSIT C4 & S4 N° 0501 A 1000 DE 2004,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0791,0256/STR,TRANSIT C4 & S4 N° 1001 A 1500 DE 2004,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0792,0257/STR,TRANSIT C4 & S4 N° 1501 A 2000 DE 2004,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0793,0258/STR,TRANSIT C4 & S4 N° 2001 A 2500 DE 2004,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0794,0259/STR,TRANSIT C4 & S4 N° 2501 A 3000 DE 2004,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0795,0260/STR,TRANSIT C4 & S4 N° 3001 A 3500 ET 4001 A 4069 DE,,,
2004,,,"(IMPRIME) , 2004",,"DECLARATION DE MISE A LA CONSOMMMATION, DECLARATION D'ENTREE EN ENTREPOT, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0796,0261/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"FEVRIER-AOUT , 2001","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0797,0262/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"JANVIER-AVRIL , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0798,0263/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"MAI-AOUT , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0799,0264/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0800,0265/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"JANVIER-AVRIL , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0801,0266/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"MAI-AOUT , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0802,0267/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0803,0268/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JANVIER-MAI , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0804,0269/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JUIN-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0805,0270/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JANVIER-MARS , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0806,0271/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"AVRIL-JUIN , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0807,0272/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JUILLET-SEPTEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0808,0273/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"OCTOBRE-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0809,0274/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"JANVIER-AOUT , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0810,0275/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0811,0276/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"JANVIER-JUIN , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0812,0277/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"JUILLET-DECEMBRE , 2002","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0813,0278/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"JANVIER-MARS , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0814,0279/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"MAI-JUIN , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0815,0280/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"AOUT-SEPTEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0816,0281/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"OCTOBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0817,0282/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"JANVIER-MARS , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0818,0283/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"AVRIL-MAI , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0819,0284/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"JUILLET-SEPTEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0820,0285/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"OCTOBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0821,0286/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JANVIER-MAI , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0822,0287/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JUIN-SEPTEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0823,0288/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"OCTOBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0824,0289/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JANVIER-FEVRIER , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0825,0290/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"MARS-AVRIL , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0826,0291/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"MAI-JUIN , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0827,0292/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JUILLET-AOUT , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0828,0293/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"SEPTEMBRE-OCTOBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0829,0294/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"NOVEMBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0830,0295/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"JANVIER-AVRIL , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0831,0296/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"MAI-AOUT , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0832,0297/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0833,0298/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"JANVIER-AVRIL , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0834,0299/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"MAI-AOUT , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0835,0300/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2003","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0836,0301/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"JANVIER-MARS , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0837,0302/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"AVRIL-JUIN , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0838,0303/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"JUILLET-SEPTEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0839,0304/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE SUPER,(IMPRIME),"OCTOBRE-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE SUPER, PRODUIT PETROLIER"
0840,0305/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"JANVIER-AVRIL , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0841,0306/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"MAI-AOUT , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0842,0307/STR,DECLARATION DE MISE A LA CONSOMMATION ESSENCE AUTO,(IMPRIME),"SEPTEMBRE-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, ESSENCE AUTO, PRODUIT PETROLIER"
0843,0308/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JANVIER-JUIN , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0844,0309/STR,DECLARATION DE MISE A LA CONSOMMATION PETROLE LAMPANT,(IMPRIME),"JUILLET-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, PETROLE LAMPANT, PRODUIT PETROLIER"
0845,0310/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JANVIER-FEVRIER , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0846,0311/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"MARS-AVRIL , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0847,0312/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"MAI-JUIN , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0848,0313/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"JUILLET-AOUT , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0849,0314/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"SEPTEMBRE-OCTOBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0850,0315/STR,DECLARATION DE MISE A LA CONSOMMATION GAZOIL,(IMPRIME),"NOVEMBRE-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZOIL, PRODUIT PETROLIER"
0851,0316/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"JANVIER-JUIN , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0852,0317/STR,DECLARATION DE MISE A LA CONSOMMATION DDO,(IMPRIME),"JUILLET-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, DDO, PRODUIT PETROLIER"
0853,0318/STR,DECLARATION DE MISE A LA CONSOMMATION GAZ BUTANE,(IMPRIME),"JANVIER-DECEMBRE , 2004","DECLARATION DE MISE A LA CONSOMMMATION, SONABHY, TRANSIT, DEDOUANEMENT, GAZ BUTANE, PRODUIT PETROLIER"
0854,0319/STR,BORDEREAUX DE LIQUIDATION,"(BORDEREAU) , 2003",,"BORDEREAU DE LIQUIDATION, SONABHY, TRANSIT, DEDOUANEMENT, PRODUIT PETROLIER"
0855,0280/SMO,"LIVRAISON DES PRODUITS PETROLIERS: SOUSTRACTION DE MARCHANDISES SOUS- DOUANE, 1991-1993",,,"MARCHANDISES,  SOUSTRATION,  SOUS-DOUANE ""ANAL. DIPLOM  : (CORRESPONDANCE; MEMORANDUM)"" , 1991-1993 05 PIECES"
0856,0281/SMO,"LIVRAISON DES PRODUITS PETOLIERS : DECISION DE FRANCHISE TRAITEES APRES CORRECTION, 1992-1993,1995","(DECISION D'ADMINISTRATION) , 1992-1993, 1995 20 PIECES",,"TAGUI,  TOTAL TEXACO, HABIL OIL, DECISION, CORRECTION"
0857,0282/SMO,"LIVRAISON DES PRODUITS PETROLIERS: CAUTIONS D' ENTREPOT FICTIF, 1992-1993","(CORRESPONDANCE) , 1992-1993 7 PIECES",,"CAUTION, ENTREPOT FICTIF"
0858,0283/SMO,"LIVRAISON DE PRODUITS PETROLIERS : DOCUMENT DE LA DOUANE, 1992- 1995","(CIRCULAIRE, CORRESPONDANCERAPPORT, COMPTE RENDU DE REUNION) , 1992-1995 37 PIECES",,"DOUANE,  DOCUMENT"
0859,0284/SMO,"LIVRAISON DES PRODUITS PETROLIERS: DOSSIER DOUANBA, 1993-1995","(PV,  PROTOCOLE D'ACCORD) , 1993-1995 34 PIECES",,"DOUAMBA,  DOSSIER"
0860,0285/ SMO,"LIVRAISON DES PRODUITS PETROLIERS: APPLICATION DE LA TUPP A LA CONSOMMATION, 1994","(NOTE, CORRESPONDANCE) , 1994 09 PIECES",,"CONSOMMATION, UPP, MEMORADUPM"
0861,0286/SMO,"LIVRAISON DES PRODUITS PETROLIERS: PROPOSITION DE FRAPPE PROVISOIR DES LIASSES IMPRIMES AU SERVICE TRANSIT, 1994","(CORRESPONDANCE) , 1994 07 PIECES",,"PROPOSITION,  SERVICE TRANSIT, FRAPPE PROVISOIR"
0862,0287/SMO,"LIVRAISON DES PRODUITS PETROLIERS: TRANSMISSION DE LISTING SUR LES IMPORTATIONS D'HYDROCARBURES AUPRES DE LA SIR COTE D'IVOIR, 1994","(CORRESPONDANCE) , 1994 02 PIECES",,"LISTING,  IMPORTATION, HYDROCARBURE, COTE D'IVOIR"
0863,0288/SMO,"LIVRAISON DES PRODUITS PETROLIERS: CONSERTATION ENTRE LA SONABHY, LES MARKETERS, LA DOUANE ET LES TRANSPORTEURS ROUTIERS, 1994-1995","(COMPTE RENDU DE REUNION, CORRESPONDANCE) , 1994-1995 37 PIECES",,"MARKETERS, DUANE, TRANSPORTEURS, CONSERTATION"
0864,0289/SMO,"LIVRAISON DE PRODUITS PETROLIERS: ETAT DES DROITS CONSTATES, 1996-1998","(APPEL D'OFFRE) , 1996-1998 12 PIECES",,"ETAT,  DROIT"
0865,0290/SMO,"LIVRAISON DES PRODUITS PETROLIERS: AFFAIRE DOUANE OUAGA- GARE, 1986-1988,1991-1995","(CORRESPONDANCE, MEMORADUM) , 1986-1988, 1991-1995 159 PIECES",,AFFAIRE DOUANE
0866,0291/SMO,"LIVRAISON DES PRODUITS PETROLIERS: EXTENTION DU DEPOT DE BOBO, 1999","(ETUDE DES SOLDES ET FONDATION) , 1999 04 PIECES",,"EXTENTION DU DEPOT, BOBO"
