reference,code,titre,contenu,analyse,date
00001,0001/MS,TRAVAUX SUPPLEMENTAIRES SUR L'ENTRETIEN DECENNAL DU DEPOT DE BINGO PAR EERI-BF ,"ENTRETIEN DECENNAL, EERI-BF, DEPOT DE BINGO ","(CORRESPONDANCE, RAPPORT, ETAT)","2009-2010,"
00409,0283/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","20 MAI 2013,"
00410,0284/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","21 MAI 2013,"
00411,0285/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","22 MAI 2013,"
00412,0286/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","23-24 MAI 2013,"
00413,0287/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","27 MAI 2013,"
00414,0288/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","28 MAI 2013,"
00415,0289/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","29 MAI 2013,"
00416,0290/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","30  MAI 2013,"
00417,0291/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/01/10 AU 31/01/2010,"
00418,0292/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/02/10 AU 28/02/2010,"
00419,0293/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/03/10 AU 31/03/2010,"
00420,0294/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/04/10 AU 31/04/2010,"
00421,0295/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/05/10 AU 31/05/2010,"
00422,0296/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/06/10 AU 30/06/2010,"
00423,0297/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUILLET & AOUT, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/07/10 - 30/07/2010 & 01/08/2010 - 31/08/2010,"
00424,0298/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: SEPTEMBRE, ANNEE;: 2010 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/09/10 - 30/09/2010 ,"
00425,0299/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: OCTOBRE, ANNEE;: 2010 OBSERVATIONS  : DEUX FONDS POUR LA COTE 0299/LIV PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/10/10 - 30/10/2010 ,"
00426,0300/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: NOVEMBRE, ANNEE;: 2010 OBSERVATIONS  : DEUX FONDS POUR LA COTE 0299/LIV PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","01/11/10 - 20/11/2010 ,"
00427,0301/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2010 OBSERVATIONS  : DEUX FONDS POUR LA COTE 0299/LIV PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)","01/12/10 - 31/12/2010 ,"
00428,0302/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2011 OBSERVATIONS  : DEUX FONDS POUR LA COTE 0299/LIV PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/01/2011 - 31/01/2011,"
00429,0303/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/02/2011 - 28/02/2011,"
00430,0304/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/03/2011 - 31/03/2011,"
00431,0305/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/04/2011 - 30/04/2011,"
00432,0306/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/05/2011 - 30/05/2011,"
00433,0307/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/06/2011 - 30/06/2011,"
00434,0308/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUILLET, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/07/2011 - 29/07/2011,"
00435,0309/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AOUT, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/08/2011 - 31/08/2011,"
00436,0310/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: SEPTEMBRE, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/09/2011 - 30/09/2011,"
00437,0311/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: OCTOBRE, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/10/2011 - 31/10/2011,"
00438,0312/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: NOVEMBRE, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/11/2011 - 30/11/2011,"
00439,0313/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/12/2011 - 30/12/2011,"
00440,0314/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/01/2012 - 31/01/2012,"
00441,0315/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/02/2012 - 29/02/2012,"
00442,0316/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/03/2012 - 30/03/2012,"
00443,0317/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/04/2012 - 30/04/2012,"
00444,0318/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/05/2012 - 31/05/2012,"
00445,0319/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/06/2012 - 29/06/2012,"
00446,0320/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUILLET, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/07/2012 - 31/07/2012,"
00447,0321/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AOUT, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/08/2012 - 31/08/2012,"
00448,0322/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: SEPTEMBRE, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/09/2012 - 28/09/2012,"
00449,0323/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: OCTOBRE, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/10/2012 - 31/10/2012,"
00450,0324/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: NOVEMBRE, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/11/2012 - 30/11/2012,"
00451,0325/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/12/2012 - 31/12/2012,"
00452,0326/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0326/LIV) POUR TROIS BORDEREAUX ( 01-10;"" ""11-20; 12-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/01/2013 - 31/01/2013,"
00453,0328/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0328/LIV) POUR TROIS BORDEREAUX ( 01-12;"" ""13-20; 21-30)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/03/2013 - 30/03/2013,"
00454,0329/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0329/LIV) POUR TROIS BORDEREAUX ( 01-10;"" ""11-19; 20-30)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/04/2013 - 30/04/2013,"
00455,0330/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0330/LIV) POUR TROIS BORDEREAUX ( 01-10;"" ""11-20; 21-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/05/2013 - 30/05/2013,"
00456,0331/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0331/LIV) POUR QUATRE BORDEREAUX ( 01-10;"" ""11-17; 18-20; 21-30)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/06/2013 - 30/06/2013,"
00457,0332/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: JUILLET, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0332/LIV) POUR TROIS BORDEREAUX ( 01-10 ;"" ""11; 19-20; 22-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/07/2013 - 31/07/2013,"
00458,0333/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: AOUT, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0333/LIV) POUR TROIS BORDEREAUX ( 01-11 ;"" ""11-20 ; 21-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"01/08/2013 - 31/08/2013,"
00459,0334/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: SEPTEMBRE, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0334/LIV) POUR TROIS BORDEREAUX ( 02-11 ;"" ""12-19 ; 20-30)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"02/09/2013 - 31/09/2013,"
00460,0335/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: OCTOBRE, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0335/LIV) POUR QUATRE BORDEREAUX ( 01-07;"" ""08-11 ;12-22; 23-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"02/10/2013 - 31/10/2013,"
00461,0336/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: NOVEMBRE, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0336/LIV) POUR TROIS BORDEREAUX ( 02-11;"" ""12-20 ;21-30)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"02/11/2013 - 30/11/2013,"
00462,0337/LIV,LIVRAISON DES PRODUITS PETROLIERS:RELEVE COMPTEUR SAPHIR ,"LIVRAISON, RELEVE COMPTEUR, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2013 ""OBSERVATIONS  : UNE COTE (0337/LIV) POUR QUATRE BORDEREAUX ( 01-10;"" ""11-20 ;21-26; 27-31)"" PASSAGE GED   : OUI SORT FINAL;: DESTRUCTION ",(SAPHIR),"02/12/2013 - 30/12/2013,"
00463,0338/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"FEVRIER 2011,"
00464,0339/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"MARS 2011,"
00465,0340/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"AVRIL 2011,"
00466,0341/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: MAI, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"MAI  2011,"
00467,0342/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: JUIN, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"JUIN  2011,"
00468,0343/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: DECEMBRE, ANNEE;: 2011 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"DECEMBRE 2011,"
00469,0344/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: JANVIER, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"JANVIER 2012,"
00470,0345/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: FEVRIER, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"FEVRIER 2012,"
00471,0346/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: MARS, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"MARS 2012,"
00472,0347/LIV,LIVRAISON DES PRODUITS PETROLIERS:ETAT JOURNALIER DES SORTIES GAZ DU DEPOT ,"LIVRAISON, SOTIE GAZ, PRODUIT PETROLIER, GAZ BUTANE, SERVICE GAZ, DEPOT DE BINGO MOIS;: AVRIL, ANNEE;: 2012 PASSAGE GED   : OUI SORT FINAL;: CONSERVATION ",(ETAT),"AVRIL 2012,"
