ID,Cote,Titre,Contenu Dossier,Analyse Diplomatique,Date Extrême,Année,Passage GED,Sort Finale
02339,1549/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE : ACHATS PRODUITS : BENIN PETRO,GUNVOR,RITI PETROLIUM,ASPEN PETROLIUM,MERCURIA,RECEVEUR GENERAL,PETRO AFRIQUE,SITARAIL N° DE 2013 2013 OBSERVATIONS : AUTRES ACHATS PRODUITS PETROLIER","FINANCE, COMPTABILITE, ACHAT, PRODUIT PETROLIER, BENIN PETRO, GUNVOR, RITI PETROLIEUM, ASPEN PETROLIEUM, MERCURIA, RGL, PETRO AFRIQUE, SITARAIL",(PIECE COMPTABLE),JANVIER-DECEMBRE 2013,2013 OBSERVATIONS : AUTRES ACHATS PRODUITS PETROLIER,,CONSERVATION DEFINITIVE
02340,0159/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JANVIER 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JANVIER 2011,,DOCUPERS,DESTRUCTION
02341,0160/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE FEVRIER 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",FEVRIER 2011,,DOCUPERS,DESTRUCTION
02342,0161/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MARS 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MARS 2011,,DOCUPERS,DESTRUCTION
02343,0162/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AVRIL 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",AVRIL 2011,,DOCUPERS,DESTRUCTION
02344,0163/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MAI 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MAI 2011,,DOCUPERS,DESTRUCTION
02345,0164/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUIN 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUIN 2011,,DOCUPERS,DESTRUCTION
02346,0165/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUILLET 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUILLET 2011,,DOCUPERS,DESTRUCTION
02347,0166/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AOUT 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",AOUT 2011,,DOCUPERS,DESTRUCTION
02348,0167/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE SEPTEMBRE 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",SEPTEMBRE 2011,,DOCUPERS,DESTRUCTION
02349,0168/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE OCTOBRE 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",OCTOBRE 2011,,DOCUPERS,DESTRUCTION
02350,0169/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE NOVEMBRE 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",NOVEMBRE 2011,,DOCUPERS,DESTRUCTION
02351,0170/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE DECEMBRE 2011,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",DECEMBRE 2011,,DOCUPERS,DESTRUCTION
02352,0171/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JANVIER 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JANVIER 2012,,DOCUPERS,DESTRUCTION
02353,0172/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE FEVRIER 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",FEVRIER 2012,,DOCUPERS,DESTRUCTION
02354,0173/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MARS 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MARS 2012,,DOCUPERS,DESTRUCTION
02355,0174/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AVRIL 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",AVRIL 2012,,DOCUPERS,DESTRUCTION
02356,0175/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MAI 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MAI 2012,,DOCUPERS,DESTRUCTION
02357,0176/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUIN 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUIN 2012,,DOCUPERS,DESTRUCTION
02358,0177/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUILLET 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUILLET 2012,,DOCUPERS,DESTRUCTION
02359,0178/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AOUT 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT , ETAT DE REVERSEMENT)",AOUT 2012,,DOCUPERS,DESTRUCTION
02360,0179/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE SEPTEMBRE 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT, ENT)",SEPTEMBRE 2012,,DOCUPERS,DESTRUCTION
02361,0180/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE OCTOBRE 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",OCTOBRE 2012,,DOCUPERS,DESTRUCTION
02362,0181/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE NOVEMBRE 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",NOVEMBRE 2012,,DOCUPERS,DESTRUCTION
02363,0182/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE DECEMBRE 2012,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",DECEMBRE 2012,,DOCUPERS,DESTRUCTION
02364,0183/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JANVIER 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JANVIER 2013,,DOCUPERS,DESTRUCTION
02365,0184/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE FEVRIER 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",FEVRIER 2013,,DOCUPERS,DESTRUCTION
02366,0185/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MARS 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MARS 2013,,DOCUPERS,DESTRUCTION
02367,0186/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AVRIL 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",AVRIL 2013,,DOCUPERS,DESTRUCTION
02368,0187/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE MAI 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",MAI 2013,,DOCUPERS,DESTRUCTION
02369,0188/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUIN 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUIN 2013,,DOCUPERS,DESTRUCTION
02370,0189/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE JUILLET 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",JUILLET 2013,,DOCUPERS,DESTRUCTION
02371,0190/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE AOUT 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",AOUT 2013,,DOCUPERS,DESTRUCTION
02372,0191/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE SEPTEMBRE 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",SEPTEMBRE 2013,,DOCUPERS,DESTRUCTION
02373,0192/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE OCTOBRE 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",OCTOBRE 2013,,DOCUPERS,DESTRUCTION
02374,0193/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: ETATS DE SALAIRE NOVEMBRE 2013,"PAIE, VIREMENT, REVERSEMENT, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT DE VIREMENT, ETAT DE REVERSEMENT)",NOVEMBRE 2013,,DOCUPERS,DESTRUCTION
02375,0194/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE SEPTEMBRE 2015,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, DECISION, CERTIFICAT, COURRIER INTERNE, ETAT, BULLETIN DE PAIE, EXTRAIT DE NAISSANCE)",SEPTEMBRE 2015,,NON,DESTRUCTION
02376,0195/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE OCTOBRE 2015,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, DECISION, NOTE DE SERVICE, COURRIER INTERNE, LETTRE ARRIVEE, DECISION)",OCTOBRE 2015,,NON,DESTRUCTION
02377,0196/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE NOVEMBRE 2015,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, EXTRAIT DE NAISSANCE, FICHE, DECISION, EXTRAIT DE MARIAGE)",NOVEMBRE 2015,,NON,DESTRUCTION
02378,0197/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE DECEMBRE 2015,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, COURRIER INTERNE, LETTRE ARRIVEE, LETTRE DEPART, BULLETIN DE PAIE, EXTRAIT DE NAISSANCE, DECISION, ETAT, FICHE)",DECEMBRE 2015,,NON,DESTRUCTION
02379,0198/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE JANVIER 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHIER, BULLETIN DE PAIE, EXTRAIT DE NAISSANCE, DECISION, LETTRE DEPART, LETTRE ARRIVEE, EXTRAIT DE MARIAGE, CERTIFICAT)",JANVIER 2016,,NON,DESTRUCTION
02380,0199/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE FEVRIER 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, DELIBERATION, DECISION, ATTESTATION, CERTIFICAT, LETTRE ARRIVEE, EXTRAIT DE NAISSANCE, BULLETIN DE PAIE, LETTRE DEPART, OURRIER INTERNE)",FEVRIER 2016,,NON,DESTRUCTION
02381,0200/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE MARS 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, RELEVE BANCAIRE, FICHE, EXTRAIT DE NAISSANCE, CERTIFICAT DE TRAVAIL, BULLETIN DE PAIE, DECISION, LETTRE DEPART, NOTE DE SERVICE)",FEVRIER 2016,,NON,DESTRUCTION
02382,0201/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE AVRIL 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, COURRIER INTERNE, ETAT, EXTRAIT DE NAISSANCE, DECISION, LETTRE DEPART)",AVRIL 2016,,NON,DESTRUCTION
02383,0202/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE MAI 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, EXTRAIT DE NAISSANCE, EXTRAIT DE MARIAGE, BULLETIN DE PAIE)",MAI 2016,,NON,DESTRUCTION
02384,0203/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE JUIN 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, EXTRAIT DE NAISSANCE, BULLETIN DE PAIE, COURRIER INTERNE, DECISION, LETTRE DEPART)",JUIN 2016,,NON,DESTRUCTION
02385,0204/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE JUILLET 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, FICHE, ETAT, BULLETIN DE PAIE, DECISION, COURRIER INTERNE, EXTRAIT DE MARIAGE, CONTRAT DE TRAVAIL)",JUILLET 2016,,NON,DESTRUCTION
02386,0205/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: TRAITEMENT DE SALAIRE AOUT 2016,"TRAITEMENT SALARIAL, PAIE, RESSOURCE HUMAINE, SONABHY","(LIVRE DE PAIE, NOTE DE SERVICE, LETTRE DEPART, EXTRAIT DE NAISSANCE, BULLETIN DE PAIE, DECISION, CONTRAT DE TRAVAIL)",AOUT 2016,,NON,DESTRUCTION
02387,0206/GRH,TITRE/DOSSIER : GESTION DES RESSOURCES HUMAINES: JUSTIFICATION DE FONDS AS SONABHY OCTOBRE-DECEMBRE 2015,"JUSTIFICATION, FONDS, AS SONABHY","(ETAT, FICHE DE SUIVI, RECU DE PAIEMENT, BON DE CAISSE)",2015,,NON,DESTRUCTION
02388,1550/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 001 A 414 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),JANVIER 2013,,NON,CONSERVATION DEFINITIVE
02389,1551/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 415 A 794 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),FEVRIER 2013,,NON,CONSERVATION DEFINITIVE
02390,1552/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 795 A 1252 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),MARS 2013,,NON,CONSERVATION DEFINITIVE
02391,1553/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 1253 A 1681 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),AVRIL 2013,,NON,CONSERVATION DEFINITIVE
02392,1554/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 1682 A 2160 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),MAI 2013,,NON,CONSERVATION DEFINITIVE
02393,1555/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BORDEREAU D'ENVOI DE CHEQUE + RECU DE DECLARATION D'IRF DE 2010,"FINANCE, COMPTABILITE, REGLEMENT","(CHEQUE, BORDEREAU D'ENVOI, RECU)",2010  OBSERVATIONS : DOCUMENTS PARTIELS DEGRADES PAR L'EAU,,NON,DESTRUCTION
02394,1556/GFC,"TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: RELEVES DE COMPTE BSIC, ECOBANK, BIB, BICIA, BCB DE 2010","FINANCE, COMPTABILITE, COMPTE, SONABHY, BSIC, BIB, BICIA, BCB, ECOBANK",(RELEVE DE COMPTE),2010,,NON,DESTRUCTION
02395,1557/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BORDEREAU DE REMISE ET COPIE DE CHEQUE DE 2013,"FINANCE, COMPTABILITE, REGLEMENT","(BORDEREAU DE REMISE, COPIE DE CHEQUE)",2013,,NON,DESTRUCTION
02396,1558/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: JUSTIFICATION DE DEPENSE DE MISSION DE 2012,"FINANCE, COMPTABILITE, MISSION, JUSTIFICATION","(CORRESPONDANCE, FACTURE, ETAT)",2012,,NON,DESTRUCTION
02397,1559/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 2162 A 2588 DE 2013 2012,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),JUIN 2013,,NON,CONSERVATION DEFINITIVE
02398,1560/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 2589 A 3118 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),JUILLET 2013,,NON,CONSERVATION DEFINITIVE
02399,1561/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 3119 A 3498 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),AOUT 2013,,NON,CONSERVATION DEFINITIVE
02400,1562/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 3499 A 3864 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),SEPTEMBRE 2013,,NON,CONSERVATION DEFINITIVE
02401,1563/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 3865 A 4271 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),OCTOBRE 2013,,NON,CONSERVATION DEFINITIVE
02402,1564/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 4272 A 4604 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),NOVEMBRE 2013,,NON,CONSERVATION DEFINITIVE
02403,1565/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: TRANSPORT PIECES N° 4606 A 4984 DE 2013,"FINANCE, COMPTABILITE, TRANSPORT, PRODUIT PETROLIER",(PIECE COMPTABLE),DECEMBRE 2013,,NON,CONSERVATION DEFINITIVE
02404,1566/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: REGLEMENT FOURNISSEURS BICIA N° 0331 A 1028 DE 2013,"FINANCE, COMPTABILITE, BICIA, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02405,1567/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: REGLEMENT FOURNISSEURS BABF N° 005 A 076 DE 2013,"FINANCE, COMPTABILITE, BABF, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02406,1567/GFC (B),TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: REGLEMENT FOURNISSEURS CORIS BANK N° 003 A 007 DE 2013,"FINANCE, COMPTABILITE, CORIS, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02407,1568/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: REGLEMENT FOURNISSEURS BCB N° 002 A 281 DE 2013,"FINANCE, COMPTABILITE, BCB, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02408,1569/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: REGLEMENT FOURNISSEURS BIB N° 005 A 115 DE 2013,"FINANCE, COMPTABILITE, BIB, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02409,1570/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BOA: REGLEMENT FOURNISSEURS N° 003 A 428 DE 2013,"FINANCE, COMPTABILITE, BOA, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02410,1571/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BSIC: REGLEMENT FOURNISSEURS N° 010 A 122 DE 2013,"FINANCE, COMPTABILITE, BSIC, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02411,1572/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: CBAO: REGLEMENT FOURNISSEURS N° 285 DE 2013,"FINANCE, COMPTABILITE, CBAO, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02412,1573/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: CBI: REGLEMENT FOURNISSEURS N° 036 A 122 DE 2013,"FINANCE, COMPTABILITE, CORIS, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02413,1574/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: ECOBANK: REGLEMENT FOURNISSEURS N° 005 A 1532 DE 2013,"FINANCE, COMPTABILITE, ECOBANK, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02414,1575/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: SGBB: REGLEMENT FOURNISSEURS N° 005 A 1242 DE 2013,"FINANCE, COMPTABILITE, SGBB, REGLEMENT, FOURNISSEUR",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02415,1576/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BABF: REMISE DE CHEQUE N° 003 A 350 DE 2013,"FINANCE, COMPTABILITE, BABF, CHEQUE, PAIEMENT",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02416,1577/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BCB: REMISE DE CHEQUE N° 003 A 378 DE 2013,"FINANCE, COMPTABILITE, BCB, CHEQUE, PAIEMENT",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
02417,1578/GFC,TITRE/DOSSIER : GESTION FINANCIERE ET COMPTABLE: BIB: REMISE DE CHEQUE N° 004 A 256 DE 2013,"FINANCE, COMPTABILITE, BIB, CHEQUE, PAIEMENT",(PIECE COMPTABLE),2013,,NON,CONSERVATION DEFINITIVE
