ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
01966,1869/SC,BCB FEVRIER I 2004,BCB,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01967,1870/SC,BCB février II 2004,BCB,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01968,1871/SC,BCB février III 2004,BCB,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01969,1872/SC,BCB MARS I 2004,BCB,(PIECE COMPTABLE),"MARS, 2004",,,,,
01970,1873/SC,BCB mars II 2004,BCB,(PIECE COMPTABLE),"MARS, 2004",,,,,
01971,1874/SC,BCB mars III 2004,BCB,(PIECE COMPTABLE),"MARS, 2004",,,,,
01972,1875/SC,BCB AVRIL 2004,BCB,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
01973,1876/SC,BCB MAI 2004,BCB,(PIECE COMPTABLE),"MAI, 2004",,,,,
01974,1877/SC,BCB JUIN I 2004,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
01975,1878/SC,BCB juin II 2004,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
01976,1879/SC,BCB juin III 2004,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
01977,1880/SC,BCB juin IV 2004,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
01978,1881/SC,BCB JUILLET I 2004,BCB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
01979,1882/SC,BCB juillet II 2004,BCB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
01980,1883/SC,BCB AOUT I 2004,BCB,(PIECE COMPTABLE),"AOUT, 2004",,,,,
01981,1884/SC,BCB aout II 2004,BCB,(PIECE COMPTABLE),"AOUT, 2004",,,,,
01982,1885/SC,BCB SEPTEMBRE I 2004,BCB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
01983,1886/SC,BCB septembre II 2004,BCB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
01984,1887/SC,BCB septembre III 2004,BCB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
01985,1888/SC,BCB septembre IV 2004,BCB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
01986,1889/SC,BCB OCTOBRE I 2004,BCB,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
01987,1890/SC,BCB octobre II 2004,BCB,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
01988,1891/SC,BCB NOVEMBRE 2004,BCB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
01989,1892/SC,BCB novembre 2004,BCB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
01990,1893/SC,BOA JANVIER 2004,BOA,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
01991,1894/SC,BOA FEVIER I 2004,BOA,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01992,1895/SC,BOA février II 2004,BOA,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01993,1896/SC,BOA février III 2004,BOA,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
01994,1897/SC,BOA MARS I 2004,BOA,(PIECE COMPTABLE),"MARS, 2004",,,,,
01995,1898/SC,BOA mars II 2004,BOA,(PIECE COMPTABLE),"MARS, 2004",,,,,
01996,1899/SC,BOA mars III 2004,BOA,(PIECE COMPTABLE),"MARS, 2004",,,,,
01997,1900/SC,BOA AVRIL 2004,BOA,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
01998,1901/SC,BOA MAI l 2004,BOA,(PIECE COMPTABLE),"MAI, 2004",,,,,
01999,1902/SC,BOA mai II 2004,BOA,(PIECE COMPTABLE),"MAI, 2004",,,,,
02000,1903/SC,BOA JUIN I 2004,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02001,1904/SC,BOA juin II 2004,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02002,1905/SC,BOA juin III 2004,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02003,1906/SC,BOA juin IV 2004,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02004,1907/SC,BOA JUILLET I 2004,BOA,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02005,1908/SC,BOA juillet II 2004,BOA,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02006,1909/SC,BOA AOUT I 2004,BOA,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02007,1910/SC,BOA aout II 2004,BOA,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02008,1911/SC,BOA SEPTEMBRE 2004,BOA,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02009,1912/SC,BOA NOVEMBRE I 2004,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02010,1913/SC,BOA octobre II 2004,BOA,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02011,1914/SC,BOA octobre III 2004,BOA,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02012,1915/SC,BOA NOVEMBRE I 2004,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02013,1916/SC,BOA novembre II 2004,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02014,1917/SC,BOA novembre III 2004,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02015,1918/SC,BOA novembre III 2004,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02016,1919/SC,SGBB janvier I 2004,SGBB,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02017,1920/SC,SGBB janvier II 2004,SGBB,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02018,1921/SC,SGBB janvier III 2004,SGBB,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02019,1922/SC,SGBB février 2004,SGBB,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02020,1923/SC,SGBB mars I 2004,SGBB,(PIECE COMPTABLE),"MARS, 2004",,,,,
02021,1924/SC,SGBB mars II 2004,SGBB,(PIECE COMPTABLE),"MARS, 2004",,,,,
02022,1925/SC,SGBB avril 2004,SGBB,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02023,1926/SC,SGBB mai 2004,SGBB,(PIECE COMPTABLE),"MAI, 2004",,,,,
02024,1927/SC,SGBB juin 2004,SGBB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02025,1928/SC,SGBB juillet I 2004,SGBB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02026,1929/SC,SGBB juillet II 2004,SGBB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02027,1930/SC,SGBB aout 2004,SGBB,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02028,1931/SC,SGBB septembre 2004,SGBB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02029,1932/SC,SGBB octobre 2004,SGBB,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02030,1933/SC,SGBB novembre I 2004,SGBB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02031,1934/SC,SGBB novembre II 2004,SGBB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02032,1935/SC,SGBB novembre II 2004,SGBB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02033,1936/SC,ECOBANK janvier 2004,ECOBANK,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02034,1937/SC,ECOBANK février 2004,ECOBANK,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02035,1938/SC,ECOBANK mars I 2004,ECOBANK,(PIECE COMPTABLE),"MARS, 2004",,,,,
02036,1939/SC,ECOBANK mars II 2004,ECOBANK,(PIECE COMPTABLE),"MARS, 2004",,,,,
02037,1940/SC,ECOBANK avril 2004,ECOBANK,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02038,1941/SC,ECOBANK mai I 2004,ECOBANK,(PIECE COMPTABLE),"MAI, 2004",,,,,
02039,1942/SC,ECOBANK mai II 2004,ECOBANK,(PIECE COMPTABLE),"MAI, 2004",,,,,
02040,1943/SC,ECOBANK juin I 2004,ECOBANK,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02041,1944/SC,ECOBANK juin II 2004,ECOBANK,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02042,1945/SC,ECOBANK juillet 2004,ECOBANK,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02043,1946/SC,ECOBANK aout 2004,ECOBANK,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02044,1947/SC,ECOBANK septembre I 2004,ECOBANK,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02045,1948/SC,ECOBANK septembre II 2004,ECOBANK,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02046,1949/SC,ECOBANK octobre 2004,ECOBANK,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02047,1950/SC,ECOBANK novembre I 2004,ECOBANK,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02048,1951/SC,ECOBANK novembre II 2004,ECOBANK,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02049,1952/SC,ECOBANK novembre II 2004,ECOBANK,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02050,1953/SC,CAISSE N° 001 à 008,CAISSE,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02051,1954/SC,CAISSE N° 009 à 019,CAISSE,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02052,1955/SC,CAISSE N° 020 à 027,CAISSE,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02053,1956/SC,CAISSE N° 028 à 038,CAISSE,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02054,1957/SC,CAISSE N° 039 à 046,CAISSE,(PIECE COMPTABLE),"MARS, 2004",,,,,
02055,1958/SC,CAISSE N° 047 à 054,CAISSE,(PIECE COMPTABLE),"MARS, 2004",,,,,
02056,1959/SC,CAISSE N° 055 à 070,CAISSE,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02057,1960/SC,CAISSE N° 071 à 080,CAISSE,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02058,1961/SC,CAISSE N° 081 à 090,CAISSE,(PIECE COMPTABLE),"MAI, 2004",,,,,
02059,1962/SC,CAISSE N° 091 à 099,CAISSE,(PIECE COMPTABLE),"MAI, 2004",,,,,
02060,1963/SC,CAISSE N° 100 à 112,CAISSE,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02061,1964/SC,CAISSE N° 113 à 124,CAISSE,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02062,1965/SC,CAISSE N° 125 à 136,CAISSE,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02063,1966/SC,CAISSE N° 137 à 149,CAISSE,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02064,1967/SC,CAISSE N° 150 à 165,CAISSE,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02065,1968/SC,CAISSE N° 166 à 172,CAISSE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02066,1969/SC,CAISSE N° 173 à 192,CAISSE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02067,1970/SC,CAISSE N° 193 à 205,CAISSE,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02068,1971/SC,CAISSE N° 206 à 227,CAISSE,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02069,1972/SC,CAISSE N° 228 à 243,CAISSE,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02070,1973/SC,CAISSE N° 244 à 257,CAISSE,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02071,1974/SC,CAISSE N° 258 à 273,CAISSE,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02072,1975/SC,CAISSE N° 274 à 289,CAISSE,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02073,1976/SC,CAISSE (cotonou) N° 001 à 064,CAISSE,(PIECE COMPTABLE),"JANVIER-AVRIL, 2004",,,,,
02074,1977/SC,CAISSE (cotonou) N° 065 à 110,CAISSE,(PIECE COMPTABLE),"MAI-SEPTEMBRE, 2004",,,,,
02075,1978/SC,CAISSE (cotonou) N° 111 à 146,CAISSE,(PIECE COMPTABLE),"OCTOBRE-DECEMBRE, 2004",,,,,
02076,1979/SC,VENTE N° 0001 à 0179,VENTE,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02077,1980/SC,VENTE N° 0180 à 0330,VENTE,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02078,1981/SC,VENTE N° 0331 à 0480,VENTE,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02079,1982/SC,VENTE N° 0481 à 0557,VENTE,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02080,1983/SC,VENTE N° 0557 à 0740,VENTE,(PIECE COMPTABLE),"MARS, 2004",,,,,
02081,1984/SC,VENTE N° 0741 à 0920,VENTE,(PIECE COMPTABLE),"MARS, 2004",,,,,
02082,1985/SC,VENTE N° 0921 à 1071,VENTE,(PIECE COMPTABLE),"MARS, 2004",,,,,
02083,1986/SC,VENTE N° 1072 à 1225,VENTE,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02084,1987/SC,VENTE N° 1226 à 1365,VENTE,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02085,1988/SC,VENTE N° 1366 à 1469,VENTE,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02086,1989/SC,VENTE N° 1470 à 1598,VENTE,(PIECE COMPTABLE),"MAI, 2004",,,,,
02087,1990/SC,VENTE N° 1599 à 1755,VENTE,(PIECE COMPTABLE),"MAI, 2004",,,,,
02088,1991/SC,VENTE N° 1756 à 1910,VENTE,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02089,1992/SC,VENTE N° 1911 à 2078,VENTE,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02090,1993/SC,VENTE N° 2079 à 2250,VENTE,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02091,1994/SC,VENTE N° 2251 à 2395,VENTE,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02092,1995/SC,VENTE N° 2396 à 2560,VENTE,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02093,1996/SC,VENTE N° 2561 à 2704,VENTE,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02094,1997/SC,VENTE N° 2705 à 2880,VENTE,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02095,1998/SC,VENTE N° 2881 à 3060,VENTE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02096,1999/SC,VENTE N° 3061 à 3230,VENTE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02097,2000/SC,VENTE N° 3231 à 3375,VENTE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02098,2001/SC,VENTE N° 3376 à 3438,VENTE,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02099,2002/SC,VENTE N° 3439 à 3629,VENTE,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02100,2003/SC,VENTE N° 3630 à 3805,VENTE,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02101,2004/SC,VENTE N° 3806 à 3891,VENTE,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02102,2005/SC,VENTE N° 3892 à 4030,VENTE,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02103,2006/SC,VENTE N° 4031 à 4152,VENTE,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02104,2007/SC,VENTE N° 4153 à 4301,VENTE,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02105,2008/SC,VENTE N° 4302 à 4503,VENTE,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02106,2009/SC,VENTE N° 4504 à 4670,VENTE,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02107,2010/SC,VENTE N° 4671 à 4763,VENTE,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02108,2011/SC,ACHAT n° 0001 à 0149,ACHAT,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02109,2012/SC,ACHAT n° 0150 à 0228,ACHAT,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02110,2013/SC,ACHAT n° 0229 à 0412,ACHAT,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02111,2014/SC,ACHAT n° 0413 à 0564,ACHAT,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02112,2015/SC,ACHAT n° 0565 à 0696,ACHAT,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02113,2016/SC,ACHAT n° 0697 à 0870,ACHAT,(PIECE COMPTABLE),"MARS, 2004",,,,,
02114,2017/SC,ACHAT n° 0871 à 1058,ACHAT,(PIECE COMPTABLE),"MARS, 2004",,,,,
02115,2018/SC,ACHAT n° 1059 à 1226,ACHAT,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02116,2019/SC,ACHAT n° 1227 à 1395,ACHAT,(PIECE COMPTABLE),"AVRIL, 204",,,,,
02117,2020/SC,ACHAT n° 1396 à 1488,ACHAT,(PIECE COMPTABLE),2004,,,,,
02118,2021/SC,ACHAT n° 1489 à 1666,ACHAT,(PIECE COMPTABLE),"MAI, 2004",,,,,
02119,2022/SC,ACHAT n° 1667 à 1803,ACHAT,(PIECE COMPTABLE),"MAI, 2004",,,,,
02120,2023/SC,ACHAT n° 1804 à 1918,ACHAT,(PIECE COMPTABLE),"MAI, 2004",,,,,
02121,2024/SC,ACHAT n° 1919 à 2054,ACHAT,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02122,2025/SC,ACHAT n° 2055 à 2222,ACHAT,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02123,2026/SC,ACHAT n° 2223 à 2375,ACHAT,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02124,2027/SC,ACHAT n° 2376 à 2558,ACHAT,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02125,2028/SC,ACHAT n° 2559 à 2746,ACHAT,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02126,2029/SC,ACHAT n° 2747 à 2897,ACHAT,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02127,2030/SC,ACHAT n° 2898 à 3070,ACHAT,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02128,2031/SC,ACHAT n° 3071 à 3273,ACHAT,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02129,2032/SC,ACHAT n° 3274 à 3481,ACHAT,(PIECE COMPTABLE),"SEPTEMBRE , 2004",,,,,
02130,2033/SC,ACHAT n° 3482 à 3699,ACHAT,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02131,2034/SC,ACHAT n° 3700 à 3879,ACHAT,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02132,2035/SC,ACHAT n° 3880 à 4072,ACHAT,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02133,2036/SC,ACHAT n° 4073 à 4227,ACHAT,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02134,2037/SC,ACHAT n° 4228 à 4442,ACHAT,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02135,2038/SC,ACHAT n° 4443 à 4608,ACHAT,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02136,2039/SC,ACHAT n° 4609 à 4723,ACHAT,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02137,2040/SC,BIB n° 001 à 041,BIB,(PIECE COMPTABLE),"JANVIER-FEVRIER, 2004",,,,,
02138,2041/SC,BIB n° 042 à 088,BIB,(PIECE COMPTABLE),"MARS-MAI, 2004",,,,,
02139,2042/SC,BIB n° 089 à 114,BIB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02140,2043/SC,BIB n° 115 à 122,BIB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02141,2044/SC,BIB n° 123 à 153,BIB,(PIECE COMPTABLE),"AOUT-SEPTEMBRE, 2004",,,,,
02142,2045/SC,BIB n° 154 à 185,BIB,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02143,2046/SC,BIB n° 186 à 201,BIB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02144,2047/SC,BIB n° 202 à 216,BIB,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02145,2048/SC,BIB n° 217 à 267,BIB,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02146,2049/SC,BICIA n° 001 à 080,BICIA,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02147,2050/SC,BICIA n° 081 à 158,BICIA,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02148,2051/SC,BICIA n° 159 à 214,BICIA,(PIECE COMPTABLE),"MARS, 2004",,,,,
02149,2052/SC,BICIA n° 215 à 286,BICIA,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02150,2053/SC,BICIA n° 287 à 348,BICIA,(PIECE COMPTABLE),"MAI, 2004",,,,,
02151,2054/SC,BICIA n° 349 à 412,BICIA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02152,2055/SC,BICIA n° 413 à 477,BICIA,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02153,2056/SC,BICIA n°,BICIA,(PIECE COMPTABLE),2004,,,,,
02154,2057/SC,BICIA n° 483 à 609,BICIA,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02155,2058/SC,BICIA n° 610 à 660,BICIA,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02156,2059/SC,BICIA n° 661 à 700,BICIA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02157,2060/SC,BICIA n° 701 à 763,BICIA,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02158,2061/SC,BICIA n° 764 à 804,BICIA,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02159,2062/SC,BCB n° 001 à 059,BCB,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02160,2063/SC,BCB n° 060 à 126,BCB,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02161,2064/SC,BCB n° 127 à 168,BCB,(PIECE COMPTABLE),"MARS, 2004",,,,,
02162,2065/SC,BCB n° 169 à 204,BCB,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02163,2066/SC,BCB n° 205 à 255,BCB,(PIECE COMPTABLE),"MAI, 2004",,,,,
02164,2067/SC,BCB n° 256 à 322,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02165,2068/SC,BCB n° 323 à 342,BCB,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02166,2069/SC,BCB n° 343 à 377,BCB,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02167,2070/SC,BCB n° 378 à 441,BCB,(PIECE COMPTABLE),"AOUT, 2004",,,,,
02168,2071/SC,BCB n° 442 à 474,BCB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02169,2072/SC,BCB n° 475 à 512,BCB,(PIECE COMPTABLE),"OCTOBRE-NOVEMBRE, 2004",,,,,
02170,2073/SC,BCB n° 513 à 530,BCB,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02171,2074/SC,BOA n° 001 à 113,BOA,(PIECE COMPTABLE),"JANVIER-FEVRIER, 2004",,,,,
02172,2075/SC,BOA n° 114 à 136,BOA,(PIECE COMPTABLE),"MARS, 2004",,,,,
02173,2076/SC,BOA n° 137 à 172,BOA,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02174,2077/SC,BOA n° 173 à 180,BOA,(PIECE COMPTABLE),"MAI, 2004",,,,,
02175,2078/SC,BOA n° 181 à 326,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02176,2079/SC,BOA n° 327 à 442,BOA,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02177,2080/SC,BOA n° 443 à 507,BOA,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02178,2081/SC,BOA n° 508 à 637,BOA,(PIECE COMPTABLE),"AOUT-SEPTEMBRE, 2004",,,,,
02179,2082/SC,BOA n° 638 à 735,BOA,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02180,2083/SC,BOA n° 736 à 789,BOA,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02181,2084/SC,BOA n° 790 à 831,BOA,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02182,2085/SC,ECOBANK n° 001 à 058,ECOBANK,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
02183,2086/SC,ECOBANK n° 059 à 106,ECOBANK,(PIECE COMPTABLE),"FEVRIER, 2004",,,,,
02184,2087/SC,ECOBANK n° 107 à 167,ECOBANK,(PIECE COMPTABLE),"MARS, 2004",,,,,
02185,2088/SC,ECOBANK n° 168 à 245,ECOBANK,(PIECE COMPTABLE),"AVRIL, 2004",,,,,
02186,2089/SC,ECOBANK n° 246 à 310,ECOBANK,(PIECE COMPTABLE),"MAI, 2004",,,,,
02187,2090/SC,ECOBANK n° 311 à 320,ECOBANK,(PIECE COMPTABLE),"MAI, 2004",,,,,
02188,2091/SC,ECOBANK n° 321 à 368,ECOBANK,(PIECE COMPTABLE),"JUIN, 2004",,,,,
02189,2092/SC,ECOBANK n° 369 à 432,ECOBANK,(PIECE COMPTABLE),"JUILLET, 2004",,,,,
02190,2093/SC,ECOBANK n° 433 à 530,ECOBANK,(PIECE COMPTABLE),"AOUT-SEPTEMBRE, 2004",,,,,
02191,2094/SC,ECOBANK n° 531 à 569,ECOBANK,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02192,2095/SC,ECOBANK n° 570 à 630,ECOBANK,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02193,2096/SC,ECOBANK n° 631 à 695,ECOBANK,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02194,2097/SC,ECOBANK (cotonou) n° 001 à 043,ECOBANK,(PIECE COMPTABLE),"JANVIER-JUILLET, 2004",,,,,
02195,2098/SC,ECOBANK (cotonou) n° 044 à 062,ECOBANK,(PIECE COMPTABLE),"AOUT-SEPTEMBRE, 2004",,,,,
02196,2099/SC,ECOBANK (cotonou) n° 063 à 116,ECOBANK,(PIECE COMPTABLE),"OCTOBRE-DECEMBRE, 2004",,,,,
02197,2100/SC,SGBB n° 001 à 042,SGBB,(PIECE COMPTABLE),"JANVIER-FEVRIER, 2004",,,,,
02198,2101/SC,SGBB n° 043 à 103,SGBB,(PIECE COMPTABLE),"MARS-MAI, 2004",,,,,
02199,2102/SC,SGBB n° 104 à 145,SGBB,(PIECE COMPTABLE),"JUIN-AOUT, 2004",,,,,
02200,2103/SC,SGBB n° 146 à 187,SGBB,(PIECE COMPTABLE),"SEPTEMBRE, 2004",,,,,
02201,2104/SC,SGBB n° 188 à 209,SGBB,(PIECE COMPTABLE),"OCTOBRE, 2004",,,,,
02202,2105/SC,SGBB n° 210 à 234,SGBB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02203,2106/SC,SGBB n° 235 à 258,SGBB,(PIECE COMPTABLE),"NOVEMBRE, 2004",,,,,
02204,2107/SC,SGBB n° 259 à 280,SGBB,(PIECE COMPTABLE),"DECEMBRE, 2004",,,,,
02205,2108/SC,INVENTAIRE n° 001 à 130,INVENTAIRE,(PIECE COMPTABLE),"JANVIER-MAI, 2004",,,,,
02206,2109/SC,INVENTAIRE n° 131 à 249,INVENTAIRE,(PIECE COMPTABLE),"JANVIER, 2004",,,,,
