ref,titre,contenu,analyse_diplomatique,date
0023/SA,"ACHAT DE PRODUITS PETROLIERS 2006 : ADDAX, GPL, ""TRIGON SUPER ; GPL ; SIR""","ADDAX, GAZ, ORYX, TRIGON, PRODUIT PETROLIER, APPROVISIONNEMENT","(FACTURE, CORRESPONDANCE, DPI, BON DE LIVRAISON, ETAT)",2005-2006
0024/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°04/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, ORYX BENIN, STSL, ITT, ADDAX, MOUNTAIN BLOSSOM, ST NIKOLAI, GANNET, MT IANK NORDIC, MT ALMAK, MT MARITINA","(APPEL D'OFFRE, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0025/SA,ACHAT PRODUITS PETROLIERS :APPEL D'OFFRE N°05/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, FIGHTER, EUROSONG, SEA LADY","(APPEL D'OFFRE, FACTURE, ETAT, CONTRAT, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0026/SA,ACHAT PRODUITS PETROLIERS : ACHAT DIRECT N°01/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL, TRAFIGURA","(FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0027/SA,ACHAT PRODUITS PETROLIERS : ACHAT DIRECTS N°02/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, VITOL, STSL","(ETAT, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0028/SA,ACHAT PRODUITS PETROLIERS : ACHAT DIRECT N°03/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, MULTIGOLD","(ETAT, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0029/SA,ACHAT PRODUITS PETROLIERS :GAZ TOR 2003,"APPROVISIONNEMENT, GAZ BUTANE, TOR","(ETAT, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0030/SA,ACHAT PRODUITS PETROLIERS : GAZ ADDAX 2003,"APPROVISIONNEMENT, GAZ BUTANE, ADDAX","(ETAT, DPI, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0031/SA,ACHAT PRODUITS PETROLIERS : SIR NOVEMBRE ET DECEMBRE 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR","(ETAT, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0032/SA,ACHAT PRODUITS PETROLIERS : STSL 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL",(FACTURE),2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0033/SA,ACHAT PRODUITS PETROLIERS :ACHAT TEST N°01/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, ORYX BENIN","(FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0034/SA,ACHAT PRODUITS PETROLIERS : ACHAT TEST N°02/2003 (CONTRAT A TERME EN COURS D'EXPERIMENTATION),"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, ORYX BENIN, STSL","(DPI, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0035/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°01/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, SONACOP, ORYX BENIN","(DPI, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0036//SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°02/2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, ORYX BENIN","(DPI, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : OUI BASE GED : DOCUCOM
0037/SA,SITUATION DES STOCKS DEPOT COTIER : SYNTHESE DES OPERATIONS ACHATS 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, DEPOT COTIER, STOCK","(ETAT, FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : NON
0038/SA,SITUATION DES STOCKS DEPOTS COTIERS : STOCKS AU 31 DECEMBRE 2003 + ENCOURS,"APPROVISIONNEMENT, STOCK, DEPOT COTIER, µENCOURS","(FACTURE, CORRESPONDANCE, ETAT)",2003 PASSAGE GED : NON
0039/SA,ACHAT PRODUITS PETROLIERS : REGISTRE DE MARCHE 2003,"APPROVISIONNEMENT, ENREGISTREMENT DU MARCHE, PRODUIT PETROLIER","(CORRESPONDANCE, ETAT)",2003 PASSAGE GED : NON
0040/SA,ACHAT PRODUITS PETROLIERS : FACTURES SGS 2003,"APPROVISIONNEMENT, SGS, PRODUIT PETROLIER",(FACTURE),2003 PASSAGE GED : NON
0041/SA,ACHAT PRODUITS PETROLIERS : FACTURES EN INSTANCE DE CERTIFICATION 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, CERTIFICATION","(FACTURE, CORRESPONDANCE)",2003 PASSAGE GED : NON
0042/SA,ACHAT PRODUITS PETROLIERS : PLATT'S COTATION MARCHE 2003,"ACHAT, PRODUIT PETROLIER, PLATT'S",(ETAT),MAI-AOUT 2003 PASSAGE GED : NON
0043/SA,"FACTURES ACHAT : FRAIS DE STOCKAGE STSL ET ORYX ""BENIN ; FRAIS D'INSPECTION SGS 2003""","APPROVISIONNEMENT, PRODUIT PETROLIER, STSL, ORYX BENIN, STOCKAGE, INSPECTION",(FACTURE),2003 PASSAGE GED : NON
0044/SA,FACTURES ACHAT : RECONNAISSANCES EN RESERVOIRS ET SGS POUR CERTIFICATION 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, RECONNAISSANCE EN RESERVOIR, SGS","(FACTURE, DPI)",2003 PASSAGE GED : NON
0045/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°01/2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, VITOL, GANNET, CAPE BENAT","(FACTURE, CORRESPONDANCE, DPI)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0046/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°02/2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRIDE PETROLEUM, ITT, JAG PRANAM, NORDIC BLOSSOM, MT GARONNE, CHEM BISCAY, BOW PUMA","(FACTURE, CORRESPONDANCE, CONTRAT, APPEL D'OFFRE)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0047/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°03/2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRIDE PETROLEUM, EUROSONG, ITT, MT GARONNE, MCT ALMAK, NORDIC BLOSSOM","(FACTURE, CORRESPONDANCE, APPEL D'OFFRE, DPI)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0048/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°05/2004 RELIQUAT 2003,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, STSL, SHAKTI DOOT","(FACTURE, CORRESPONDANCE, APPEL D'OFFRE)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0049/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°01/2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, CHEVRON TEXACO","(FACTURE, CONSULTATION RESTREINTE, CORRESPONDANCE, DPI, CORRESPONDANCE)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0050/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°02/2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, CHEM BISCAY","(CONSULTATION RESTREINTE, DPI, CONTRAT, CORRESPONDANCE)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0051/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE A LA SIR 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR, COMMANDE DIRECTE","(FACTURE, CORRESPONDANCE, ETAT)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0052/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE GAZ AVEC ADDAX 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, COMMANDE DIRECTE, GAZ BUTANE, ADDAX","(FACTURE, CORRESPONDANCE)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0053/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE GPL AVEC TRIGON 2004,"APPROVISIONNEMENT, GAZ BUTANE, TRIGON","(FACTURE, CORRESPONDANCE, ETAT)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0054/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE AVEC TRIGON EN GASOIL 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRIGON","(FACTURE, CORRESPONDANCE, DPI)",2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0055/SA,SITUATION DES STOCKS DEPOT COTIER : STSL 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, STOCK, STSL",(ETAT),2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0056/SA,SORTIE DEPOT COTIER : ENLEVEMENT DE LA DC DES DEPOTS COTIERS EN 2004,"ENLEVEMENT, PRODUIT PETROLIER, DEPOT COTIER",(ETAT),2004 PASSAGE GED : OUI BASE GED : DOCUCOM
0057/SA,FACTURES ACHAT : FACTURES SGS 2004,"APPROVISIONNEMENT, FACTURATION, SGS",(FACTURE),2004 PASSAGE GED : NON
0058/SA,FACTURATION ACHAT : FRAIS DPI DES APPELS D'OFFRES 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, FACTURATION","(ETAT, DPI)",2004 PASSAGE GED : NON
0059/SA,DONNEES SUR L'IMPORTATION DES HYDROCARBURES A L'INTENTION DE LA BCEAO 2004,"APPROVISIONNEMENT, IMPORTATION, STATISTIQUE, PRODUIT PETROLIER, BCEAO","(ETAT, CORRESPONDANCE)",2004 PASSAGE GED : NON
0060/SA,APPROVISIONNEMENT : DOSSIER PROJET GAZ 2004,"APPROVISIONNEMENT, GAZ",(FICHE DE PROJET),2004 PASSAGE GED : NON
0061/SA,APPROVISIONNEMENT : INTERETS DE RETARDS 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, RETARD DE PAIEMENT","(CORRESPONDANCE, FACTURE)",2004-2005 PASSAGE GED : NON
0062/SA,APPROVISIONNEMENT : PRODUITS SAISIS 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, SAISI",(CORRESPONDANCE),2004-2005 PASSAGE GED : NON
0063/SA,PRIME SUR LE GAZ BUTANE DE TRIGON 2004-2005,"APPROVISIONNEMENT, GAZ BUTANE, PRIME, TRIGON","(ETAT, CORRESPONDANCE)",2004-2005 PASSAGE GED : NON
0065/SA,APPROVISIONNEMENT : ARRETES DU CBC 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, CBC, CHARGEMENT, CARGAISON",(ARRETE),2004 PASSAGE GED : NON
0066/SA,APPROVISIONNEMENT : RECUPERATION PERTES SUR IMPORTATION 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, PERTE SUR IMPORTATION",(ETAT),2004 PASSAGE GED : NON
0067/SA,APPROVISIONNEMENT : DECLASSEMENT STSL 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL, DECLASSEMENT DE PRODUIT",(CORRESPONDANCE),2004 PASSAGE GED : NON
0068/SA,APPROVISIONNEMENT : DIVERS ACHATS 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL",(CORRESPONDANCE),2004 PASSAGE GED : NON
0069/SA,APPROVISIONNEMENT : PRETS DE PRODUITS PETROLIERS 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRET, STSL, SONABHY",(CORRESPONDANCE),2004 PASSAGE GED : NON
0070/SA,APPROVISIONNEMENT : SURESTARIES 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, SURESTARIES, STSL",(CORRESPONDANCE),2004 PASSAGE GED : NON
0071/SA,APPROVISIONNEMENT : COTECNA 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, COTECNA, INSPECTION",(CORRESPONDANCE),2004 PASSAGE GED : NON
0072/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°01/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, ITT, NORDAMERIKA, ZHONG HUA, ASPREY","(CORRESPONDANCE, FACTURE, CONTRAT, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
0073/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°02/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, VITOL, STSL, FREJA ASIA","(CORRESPONDANCE, FACTURE, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
0074/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°03/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, STSL, ASPREY, NARA, ITT","(CORRESPONDANCE, FACTURE, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
0075/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°04/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, STSL, ORYX, ITT, TRADEWIND EXPLORER, CHEM BISCAY","(CORRESPONDANCE, FACTURE, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
0076/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°01/2005 ANNULE,"APPROVISIONNEMENT, PRODUIT PETROLIER, CONSULTATION RESTREINTE, STSL, ADDAX",(CORRESPONDANCE),2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0077/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE AVEC TRAFIGURA N°01/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIGURA, STSL, COMMANDE DIRECTE","(CORRESPONDANCE, FACTURE)",2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0078/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE AVEC TRAFIGURA N°02/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRAFIFURA, STSL, ITT, COMMANDE DIRECTE","(CORRESPONDANCE, FACTURE, DPI)",2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0079/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE ADDAX N°03/2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, COMMANDE DIRECTE, ADDAX, STSL","(CORRESPONDANCE, FACTURE, DPI)",2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0080/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE SIR JANVIER-DECEMBRE 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR, COMMANDE DIRECTE","(CORRESPONDANCE, FACTURE, ETAT)",JANVIER-DECEMBRE 2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0081/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE ADDAX 2005,"APPROVISIONNEMENT, GAZ BUTANE, ADDAX, ORYX BENIN","(CORRESPONDANCE, FACTURE, DPI)",2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0082/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE AVEC TRIGON 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, COMMANDE DIRECTE, TRIGON","(CORRESPONDANCE, FACTURE, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
0083/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE AVEC TRIGON 2005,"APPROVISIONNEMENT, GAZ BUTANE, TRIGON, COMMANDE DIRECTE","(CORRESPONDANCE, FACTURE, DPI)",2005 PASSAGE GED : OUI BASE GED : DOCUCOM
FICHES TECHNIQUES D'ACHATS PRODUITS PETROLIERS 2005,,"APPROVISIONNEMENT, PRODUIT PETROLIER, RACHAT","(CORRESPONDANCE, FICHE TECHNIQUE)",2005 DOSSIER DETERIORE PAR L'EAU. CONSTAT A LA RECEPTION PASSAGE GED : OUI BASE GED : DOCUCOM
0085/SA,"CONTRATS DES FOURNISSEURS 1995, 1997-2000","APPROVISIONNEMENT, PRODUIT PETROLIER, CONTRAT, SIR, STSL, STD SODIGAZ, MTT B",(CONTRAT),"1995, 1997-2000 PASSAGE GED : OUI BASE GED : DOCUCOM"
0086/SA,"SITUATION DES STOCKS DEPOT COTIER : SUIVI DES STOCKS, SITUATION DES ACHATS, SITUATION DES CONTRATS 2004-2005","APPROVISIONNEMENT, PRODUIT PETROLIER, STOCK, DEPOT COTIER",(ETAT),2004-2005 PASSAGE GED : NON
0087/SA,FACTURATION DES ACHATS : FACTURES SGS 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, FACTURATION, SGS","(FACTURE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0088/SA,FACTURATION DES ACHATS : FACTURES STSL 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL, FACTURATION","(FACTURE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0089/SA,SITUATION DES STOCKS DEPOT COTIER : FACTURES CBC 2004-2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, FACTURATION, CBC",(FACTURE),2004-2005 PASSAGE GED : NON
0090/SA,SITUATION DES STOCKS DEPOT COTIER : FACTURES DEFINITIVES ET LIFTING DE TRIGON 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRIGON, FACTURATION","(FACTURE, LIFTING, RAPPORT)",2005 PASSAGE GED : NON
0091/SA,"STATISTIQUES : ANNUAIRE 2002, DONNEES STATISTIQUES 2002-2005","APPROVISIONNEMENT, PRODUIT PETROLIER, STATISTIQUES","(ETAT, CORRESPONDANCE, RAPPORT)",2002-2005 PASSAGE GED : NON
0092/SA,APPROVISIONNEMENT : COTECNA 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, COTECNA, INSPECTION",(ATTESTATION),2005 PASSAGE GED : NON
0093/SA,APPROVISIONNEMENT : PRETS ET EMPRUNTS EN 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRET, EMPRUNT",(CORRESPONDANCE),2005 PASSAGE GED : NON
0094/SA,APPROVISIONNEMENT : SURESTARIES DE 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, SURESTARIES","(CORRESPONDANCE, FACTURE)",2005-2006 PASSAGE GED : NON
0095/SA,APPROVISIONNEMENT : SONABEL 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, SONABEL",(CORRESPONDANCE),2005 PASSAGE GED : NON
0096/SA,APPROVISIONNEMENT : PRODUITS SAISI ET RACHAT EN 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, SAISI, RACHAT","(ETAT, CORRESPONDANCE, BORDEREAU)",2005 PASSAGE GED : NON
0097/SA,APPROVISIONNEMENT : SUIVI ET GESTION DES DECLARATIONS PREALABLES D'IMPORTATION 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, IMPORTATION","(ETAT, CORRESPONDANCE, DPI)",2005 PASSAGE GED : NON
0098/SA,APPROVISIONNEMENT : PROPOSITION DE L'AMBASSADE D'EGYPTE 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, AMBASSADE, EGYPTE",(CORRESPONDANCE),2005 PASSAGE GED : NON
0099/SA,APPROVISIONNEMENT : TRANSPORT DU JET A1 2005,"APPROVISIONNEMENT, JET A1, TRANSPORT, SITARAIL",(CORRESPONDANCE),2005 PASSAGE GED : NON
0100/SA,APPROVISIONNEMENT : SITUATION DES PRIMES PAR CONTRAT 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRIME, CONTRAT",(ETAT),2005 PASSAGE GED : NON
0101/SA,APPROVISIONNEMENT : SITUATION DES DENSITES 2004,"APPROVISIONNEMENT, PRODUIT PETROLIER, DENSITE",(ETAT),2004 PASSAGE GED : NON
0102/SA,APPROVISIONNEMENT : FRAIS DE STOCKAGE 2005,"APPROVISIONNEMENT, PRODUIT PETROLIER, STOCKAGE, FACTURATION",(CORRESPONDANCE),2005 PASSAGE GED : NON
0103/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°01/2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, STSL, ASPREY, TINAN, ITT, TRADEWIND CARIBE, MAERSK NEWPORT","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0104/SA,ACHAT PRODUITS PETROLIERS :  APPEL D'OFFRE N°02/2006 DE SHELL LOT 1,"APPROVISIONNEMENT, PRODUIT PETROLIER, SHELL, STSL, ITT, AKTOR, ARISTOFANIS, APPEL D'OFFRE","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0105/SA,ACHAT PRODUITS PETROLIERS : APPEL D'OFFRE N°02/2006 DE ADDAX LOT 2,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, APPEL D'OFFRE, STSL, TRADEWIND EXPLORER, ITT, ORYX, ALMAK, MT ASPREY","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0106/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°01/2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, ORYX BENIN, ITT","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0107/SA,ACHAT PRODUITS PETROLIERS : CONSULTATION RESTREINTE N°02/2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, GANDO, NESCALL, STSL","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0108/SA,ACHAT PRODUITS PETROLIERS :  COMMANDE DIRECTE SIR 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, SIR","(CORRESPONDANCE, FACTURE, PLANNING, ETAT)",JANVIER-DECEMBRE 2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0109/SA,ACHAT PRODUITS PETROLIERS :  COMMANDE DIRECTE ADDAX N°01/2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, STSL, ASPREY, TRADEWIND EXPLORER","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0110/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE ADDAX 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ITT, ADDAX, GAZ BUTANE, ORYX BENIN","(CORRESPONDANCE, FACTURE, DPI)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0111/SA,ACHAT PRODUITS PETROLIERS : COMMANDE DIRECTE TRIGON 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, TRIGON, GASOIL, SUPER 91, GAZ BUTANE","(CORRESPONDANCE, FACTURE)",2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0112/SA,FACTURATION A L'ACHAT : FACTURES SGS 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, FACTURATION, SGS",(FACTURE),2006 PASSAGE GED : NON
0113/SA,FACTURATION A L'ACHAT : FACTURES STSL 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, STSL, FACTURATION",(FACTURE),2006 PASSAGE GED : NON
0114/SA,FACTURATION A L'ACHAT : FACTURES DEFINITIVES DE TRIGON 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, FACTURATION, TRIGON","(FACTURE, ETAT)",2006 PASSAGE GED : NON
0115/SA,FACTURATION A L'ACHAT : FACTURE CBC 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, CBC, FACTURATION","(FACTURE, CORRESPONDANCE)",2006 PASSAGE GED : NON
0116/SA,FACTURATION A L'ACHAT : FACTURES ADDAX ET PETROLEUM STORAGE ET CPCI 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, PETROLEUM STORAGE, FACTURATION, CPCI",(FACTURE),2006 PASSAGE GED : NON
DES VENTES 2006,,"APPROVISIONNEMENT, PRODUIT PETROLIER, STATISTIQUE, VENTE",(ETAT),2006 PASSAGE GED : OUI BASE GED : DOCUCOM
0118/SA,APPROVISIONNEMENT : COTECNA 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, COTECNA, INSPECTION",(CERTIFICAT ),2006 PASSAGE GED : NON
0119/SA,APPROVISIONNEMENT : INTERETS DE RETARD 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, INTERET DE RETARD, ADDAX","(FACTURE, CORRESPONDANCE, ETAT)",2006 PASSAGE GED : NON
0120/SA,APPROVISIONNEMENT : SURESTARIES 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, SURESTARIES, ADDAX","(FACTURE, CORRESPONDANCE)",2005-2006 PASSAGE GED : NON
0121/SA,APPROVISIONNEMENT :TABLEAU DE SUIVI DU DEPOSIT TRIGON 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, DEPOSIT, TRIGON",(TABLEAU),2006 PASSAGE GED : NON
0122/SA,APPROVISIONNEMENT : DECLARATION PREALABLE D'IMPORTATION 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, IMPORTATION, TRANSIT","(DPI, FICHE TECHNIQUE)",2006 PASSAGE GED : NON
0123/SA,APPROVISIONNEMENT : PRODUITS SAISIS PAR LA DOUANE 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, PRODUIT SAISI, DOUANE",(CORRESPONDANCE),2005-2006 PASSAGE GED : NON
0124/SA,APPROVISIONNEMENT :STSL DECLASSEMENT ET REMBOURSEMENT A STASCO 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, DECLASSEMENT, STSL, STASCO",(RECONNAISSANCE EN RESERVOIR),2006 PASSAGE GED : NON
0125/SA,APPROVISIONNEMENT :SITUATION D'EXECUTION DES MARCHES EN 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, STOCK, CONTRAT",(ETAT),2006 PASSAGE GED : NON
0126/SA,APPROVISIONNEMENT : AVIS DE CREDIT ADDAX 2006,"APPROVISIONNEMENT, PRODUIT PETROLIER, ADDAX, CREDIT","(AVIS DE CREDIT, CORRESPONDANCE)",2006 PASSAGE GED : NON
0127/SA,APPROVISIONNEMENT : STRUCTURE DE PRIX D'ACHAT DE PRODUITS PETROLIERS,"APPROVISIONNEMENT, PRODUIT PETROLIER, STRUCTURE DE PRIX",(ETAT),"1999, 2006-2007 PASSAGE GED : NON"
0128/SA,"APPROVISIONNEMENT : OFFRE DE LA SOCIETE SAHEL ""COMPAGNIE 2000 ; OFFRE DE CONTRAT JET A1 TRIGON 2005"" ""; ANOR PETROLEUM 2005""","APPROVISIONNEMENT, PRODUIT PETROLIER, SOSACO, TRIGON, ANOR PETROLEUM","(CONTRAT, CORRESPONDANCE)","2000, 2005 PASSAGE GED : NON"
0129/SA,ETAT DES STOCKS DE L'INTERLAND EN GPL 2000,"APPROVISIONNEMENT, GAZ BUTANE, STOCK, INTERLAND, ORYX BENIN","(ETAT, BON, DPI)",2000 PASSAGE GED : NON
